"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058192.1",560000,-0.357976,NA
"NC_058192.1",560001,NA,0.00089185
"NC_058192.1",570000,-0.231193,NA
"NC_058192.1",570001,NA,0.00243263
"NC_058192.1",580000,-0.351951,NA
"NC_058192.1",580001,NA,0.00136339
"NC_058192.1",590000,-0.696777,NA
"NC_058192.1",590001,NA,0.000961932
"NC_058192.1",600000,0.163324,NA
"NC_058192.1",600001,NA,0.00217114
"NC_058192.1",610000,0.356873,NA
"NC_058192.1",610001,NA,0.00523135
"NC_058192.1",620000,0.262921,NA
"NC_058192.1",620001,NA,0.00237149
"NC_058192.1",630000,0.0422979,NA
"NC_058192.1",630001,NA,0.00327122
"NC_058192.1",640000,0.65837,NA
"NC_058192.1",640001,NA,0.00251747
"NC_058192.1",650000,0.0941118,NA
"NC_058192.1",650001,NA,0.00235638
"NC_058192.1",660000,0.32068,NA
"NC_058192.1",660001,NA,0.0068355
"NC_058192.1",670000,0.0392416,NA
"NC_058192.1",670001,NA,0.00349129
"NC_058192.1",680000,0.452456,NA
"NC_058192.1",680001,NA,0.00512855
"NC_058192.1",690000,0.616465,NA
"NC_058192.1",690001,NA,0.00153804
"NC_058192.1",700000,0.143168,NA
"NC_058192.1",700001,NA,0.00284394
"NC_058192.1",710000,0.089663,NA
"NC_058192.1",710001,NA,0.000493764
"NC_058192.1",720000,NA,NA
"NC_058192.1",730000,-0.590772,NA
"NC_058192.1",730001,NA,0.000693987
"NC_058192.1",740000,0.196516,NA
"NC_058192.1",740001,NA,0.000345329
"NC_058192.1",750000,-1.00637,NA
"NC_058192.1",750001,NA,1.22261e-05
"NC_058192.1",760000,0.11813,NA
"NC_058192.1",760001,NA,0.000101888
"NC_058192.1",770000,-0.647545,NA
"NC_058192.1",770001,NA,0.000379159
"NC_058192.1",780000,0.258721,NA
"NC_058192.1",780001,NA,0.00101193
"NC_058192.1",790000,-0.166586,NA
"NC_058192.1",790001,NA,0.00123331
"NC_058192.1",800000,0.691841,NA
"NC_058192.1",800001,NA,0.00130649
"NC_058192.1",810000,0.216149,NA
"NC_058192.1",810001,NA,0.000831345
"NC_058192.1",820000,-0.240056,NA
"NC_058192.1",820001,NA,0.000420588
"NC_058192.1",830000,0.00246468,NA
"NC_058192.1",830001,NA,0.000664715
"NC_058192.1",840000,0.617464,NA
"NC_058192.1",840001,NA,0.000126895
"NC_058192.1",850000,-0.563365,NA
"NC_058192.1",850001,NA,0.000247163
"NC_058192.1",860000,0.999235,NA
"NC_058192.1",860001,NA,0.0002098
"NC_058192.1",870000,-0.510307,NA
"NC_058192.1",870001,NA,0.000105238
"NC_058192.1",880000,-0.967636,NA
"NC_058192.1",880001,NA,0.000173294
"NC_058192.1",890000,-0.205995,NA
"NC_058192.1",890001,NA,0.000251547
"NC_058192.1",900000,-0.0777844,NA
"NC_058192.1",900001,NA,0.00122892
"NC_058192.1",910000,-0.3515,NA
"NC_058192.1",910001,NA,0.000268704
"NC_058192.1",920000,0.54686,NA
"NC_058192.1",920001,NA,0.00431352
"NC_058192.1",930000,-0.191707,NA
"NC_058192.1",930001,NA,0.00462795
"NC_058192.1",940000,-0.565619,NA
"NC_058192.1",940001,NA,0.00121754
"NC_058192.1",950000,0.551143,NA
"NC_058192.1",950001,NA,0.000314379
"NC_058192.1",960000,-0.275447,NA
"NC_058192.1",960001,NA,0.000348622
"NC_058192.1",970000,0.121606,NA
"NC_058192.1",970001,NA,0.000412291
"NC_058192.1",980000,0.620067,NA
"NC_058192.1",980001,NA,0.000679703
"NC_058192.1",990000,0.472548,NA
"NC_058192.1",990001,NA,0.000876921
"NC_058192.1",1000000,0.60388,NA
"NC_058192.1",1000001,NA,0.000339732
"NC_058192.1",1010000,-0.334804,NA
"NC_058192.1",1010001,NA,0.000493801
"NC_058192.1",1020000,-0.15727,NA
"NC_058192.1",1020001,NA,0.00112082
"NC_058192.1",1030000,0.193536,NA
"NC_058192.1",1030001,NA,0.00171335
"NC_058192.1",1040000,-0.299464,NA
"NC_058192.1",1040001,NA,0.00334103
"NC_058192.1",1050000,-0.205663,NA
"NC_058192.1",1050001,NA,0.0017049
"NC_058192.1",1060000,0.225843,NA
"NC_058192.1",1060001,NA,0.00118085
"NC_058192.1",1070000,-0.365068,NA
"NC_058192.1",1070001,NA,0.00231194
"NC_058192.1",1080000,0.0172753,NA
"NC_058192.1",1080001,NA,0.00111132
"NC_058192.1",1090000,-0.112671,NA
"NC_058192.1",1090001,NA,0.000681367
"NC_058192.1",1100000,0.943805,NA
"NC_058192.1",1100001,NA,0.000112652
"NC_058192.1",1110000,0.315526,NA
"NC_058192.1",1110001,NA,0.000109573
"NC_058192.1",1120000,-0.661395,NA
"NC_058192.1",1120001,NA,0.000113364
"NC_058192.1",1130000,-0.0951866,NA
"NC_058192.1",1130001,NA,0.000179747
"NC_058192.1",1140000,0.242554,NA
"NC_058192.1",1140001,NA,0.000318177
"NC_058192.1",1150000,-1.13414,NA
"NC_058192.1",1150001,NA,8.45185e-05
"NC_058192.1",1160000,-0.126632,NA
"NC_058192.1",1160001,NA,0.000275789
"NC_058192.1",1170000,-1.22749,NA
"NC_058192.1",1170001,NA,0.00015105
"NC_058192.1",1180000,0.441655,NA
"NC_058192.1",1180001,NA,0.00073765
"NC_058192.1",1190000,-0.710586,NA
"NC_058192.1",1190001,NA,0.000277057
"NC_058192.1",1200000,0.28278,NA
"NC_058192.1",1200001,NA,0.000109573
"NC_058192.1",1210000,0.261103,NA
"NC_058192.1",1210001,NA,0.00100774
"NC_058192.1",1220000,0.332975,NA
"NC_058192.1",1220001,NA,0.00124361
"NC_058192.1",1230000,-0.354768,NA
"NC_058192.1",1230001,NA,0.000112914
"NC_058192.1",1240000,-0.256156,NA
"NC_058192.1",1240001,NA,0.000804132
"NC_058192.1",1250000,-0.474604,NA
"NC_058192.1",1250001,NA,0.000115331
"NC_058192.1",1260000,-0.725553,NA
"NC_058192.1",1260001,NA,0.00149636
"NC_058192.1",1270000,-0.060707,NA
"NC_058192.1",1270001,NA,0.000732808
"NC_058192.1",1280000,0.224163,NA
"NC_058192.1",1280001,NA,0.000104135
"NC_058192.1",1290000,-0.713106,NA
"NC_058192.1",1290001,NA,0.000423286
"NC_058192.1",1300000,0.590227,NA
"NC_058192.1",1300001,NA,0.000485981
"NC_058192.1",1310000,-0.646815,NA
"NC_058192.1",1310001,NA,0.000207444
"NC_058192.1",1320000,0.588733,NA
"NC_058192.1",1320001,NA,0.00137348
"NC_058192.1",1330000,-0.223178,NA
"NC_058192.1",1330001,NA,0.00272847
"NC_058192.1",1340000,1.34454,NA
"NC_058192.1",1340001,NA,0.0020554
"NC_058192.1",1350000,-0.208753,NA
"NC_058192.1",1350001,NA,0.0024923
"NC_058192.1",1360000,-0.133411,NA
"NC_058192.1",1360001,NA,0.00362991
"NC_058192.1",1370000,-0.0283439,NA
"NC_058192.1",1370001,NA,0.0022593
"NC_058192.1",1380000,-0.229985,NA
"NC_058192.1",1380001,NA,0.000607898
"NC_058192.1",1390000,0.786623,NA
"NC_058192.1",1390001,NA,0.000394148
"NC_058192.1",1400000,0.758019,NA
"NC_058192.1",1400001,NA,0.00105344
"NC_058192.1",1410000,0.216517,NA
"NC_058192.1",1410001,NA,0.00061533
"NC_058192.1",1420000,-0.207897,NA
"NC_058192.1",1420001,NA,0.000944463
"NC_058192.1",1430000,1.15903,NA
"NC_058192.1",1430001,NA,0.00178514
"NC_058192.1",1440000,-0.24627,NA
"NC_058192.1",1440001,NA,0.00122415
"NC_058192.1",1450000,0.304247,NA
"NC_058192.1",1450001,NA,0.0026468
"NC_058192.1",1460000,0.452092,NA
"NC_058192.1",1460001,NA,0.000792762
"NC_058192.1",1470000,-0.0506433,NA
"NC_058192.1",1470001,NA,0.00102353
"NC_058192.1",1480000,-0.155281,NA
"NC_058192.1",1480001,NA,0.000902888
"NC_058192.1",1490000,-0.544041,NA
"NC_058192.1",1490001,NA,0.000201577
"NC_058192.1",1500000,-0.724768,NA
"NC_058192.1",1500001,NA,0.000230537
"NC_058192.1",1510000,-0.18558,NA
"NC_058192.1",1510001,NA,0.00033693
"NC_058192.1",1520000,0.20362,NA
"NC_058192.1",1520001,NA,0.00316402
"NC_058192.1",1530000,-0.857789,NA
"NC_058192.1",1530001,NA,0.000683136
"NC_058192.1",1540000,-0.325073,NA
"NC_058192.1",1540001,NA,0.000997095
"NC_058192.1",1550000,0.571141,NA
"NC_058192.1",1550001,NA,0.00251234
"NC_058192.1",1560000,-0.156107,NA
"NC_058192.1",1560001,NA,0.0017111
"NC_058192.1",1570000,-0.238324,NA
"NC_058192.1",1570001,NA,0.00238471
"NC_058192.1",1580000,0.286628,NA
"NC_058192.1",1580001,NA,0.00347735
"NC_058192.1",1590000,-0.115744,NA
"NC_058192.1",1590001,NA,0.00185976
"NC_058192.1",1600000,0.518903,NA
"NC_058192.1",1600001,NA,0.00239765
"NC_058192.1",1610000,0.00248001,NA
"NC_058192.1",1610001,NA,0.00319363
"NC_058192.1",1620000,-0.0963399,NA
"NC_058192.1",1620001,NA,0.00291826
"NC_058192.1",1630000,-0.117365,NA
"NC_058192.1",1630001,NA,0.0026086
"NC_058192.1",1640000,0.3421,NA
"NC_058192.1",1640001,NA,0.00273385
"NC_058192.1",1650000,0.379345,NA
"NC_058192.1",1650001,NA,0.00159888
"NC_058192.1",1660000,-1.12016,NA
"NC_058192.1",1660001,NA,0.000174458
"NC_058192.1",1670000,-0.664537,NA
"NC_058192.1",1670001,NA,0.000108218
"NC_058192.1",1680000,0.486514,NA
"NC_058192.1",1680001,NA,0.00023251
"NC_058192.1",1690000,-0.327682,NA
"NC_058192.1",1690001,NA,0.000391747
"NC_058192.1",1700000,0.0934498,NA
"NC_058192.1",1700001,NA,0.000966392
"NC_058192.1",1710000,-0.0123769,NA
"NC_058192.1",1710001,NA,0.000319783
"NC_058192.1",1720000,0.058415,NA
"NC_058192.1",1720001,NA,0.000406581
"NC_058192.1",1730000,1.1658,NA
"NC_058192.1",1730001,NA,0.000177669
"NC_058192.1",1740000,-0.144306,NA
"NC_058192.1",1740001,NA,0.000278476
"NC_058192.1",1750000,-0.375852,NA
"NC_058192.1",1750001,NA,0.000217784
"NC_058192.1",1760000,NA,NA
"NC_058192.1",1770000,-0.220964,NA
"NC_058192.1",1770001,NA,0.000641043
"NC_058192.1",1780000,0.713587,NA
"NC_058192.1",1780001,NA,0.00019525
"NC_058192.1",1790000,0.129814,NA
"NC_058192.1",1790001,NA,0.00088292
"NC_058192.1",1800000,-0.0317686,NA
"NC_058192.1",1800001,NA,0.0017538
"NC_058192.1",1810000,-0.259106,NA
"NC_058192.1",1810001,NA,0.00187219
"NC_058192.1",1820000,-0.471691,NA
"NC_058192.1",1820001,NA,0.00131597
"NC_058192.1",1830000,-1.34808,NA
"NC_058192.1",1830001,NA,0.000218645
"NC_058192.1",1840000,0.566862,NA
"NC_058192.1",1840001,NA,0.00117122
"NC_058192.1",1850000,0.0358753,NA
"NC_058192.1",1850001,NA,0.000113026
"NC_058192.1",1860000,0.427883,NA
"NC_058192.1",1860001,NA,0.000435521
"NC_058192.1",1870000,-0.713517,NA
"NC_058192.1",1870001,NA,8.62917e-05
"NC_058192.1",1880000,-0.246135,NA
"NC_058192.1",1880001,NA,0.000454532
"NC_058192.1",1890000,3.24054,NA
"NC_058192.1",1890001,NA,0.000364774
"NC_058192.1",1900000,0.896936,NA
"NC_058192.1",1900001,NA,5.3476e-05
"NC_058192.1",1910000,-0.230229,NA
"NC_058192.1",1910001,NA,6.03747e-05
"NC_058192.1",1920000,-0.640593,NA
"NC_058192.1",1920001,NA,0.000232128
"NC_058192.1",1930000,0.102196,NA
"NC_058192.1",1930001,NA,0.00050467
"NC_058192.1",1940000,-0.575637,NA
"NC_058192.1",1940001,NA,0.000363912
"NC_058192.1",1950000,-0.616858,NA
"NC_058192.1",1950001,NA,0.000183407
"NC_058192.1",1960000,-0.0841968,NA
"NC_058192.1",1960001,NA,0.000837795
"NC_058192.1",1970000,-0.752293,NA
"NC_058192.1",1970001,NA,9.3163e-05
"NC_058192.1",1980000,-0.00275555,NA
"NC_058192.1",1980001,NA,0.000515166
"NC_058192.1",1990000,-0.0864937,NA
"NC_058192.1",1990001,NA,0.000232791
"NC_058192.1",2000000,-0.138708,NA
"NC_058192.1",2000001,NA,0.000533015
"NC_058192.1",2010000,0.59216,NA
"NC_058192.1",2010001,NA,0.000101863
"NC_058192.1",2020000,0.474268,NA
"NC_058192.1",2020001,NA,0.00272848
"NC_058192.1",2030000,-0.28014,NA
"NC_058192.1",2030001,NA,0.00127603
"NC_058192.1",2040000,0.491604,NA
"NC_058192.1",2040001,NA,0.00104171
"NC_058192.1",2050000,-0.754452,NA
"NC_058192.1",2050001,NA,8.94071e-05
"NC_058192.1",2060000,0.445521,NA
"NC_058192.1",2060001,NA,0.000196314
"NC_058192.1",2070000,0.065846,NA
"NC_058192.1",2070001,NA,0.00229011
"NC_058192.1",2080000,-0.539541,NA
"NC_058192.1",2080001,NA,0.00115859
"NC_058192.1",2090000,-0.0987197,NA
"NC_058192.1",2090001,NA,0.00235592
"NC_058192.1",2100000,-0.133792,NA
"NC_058192.1",2100001,NA,0.000487147
"NC_058192.1",2110000,-0.385813,NA
"NC_058192.1",2110001,NA,0.000189901
"NC_058192.1",2120000,-0.0495466,NA
"NC_058192.1",2120001,NA,0.00234444
"NC_058192.1",2130000,-0.142832,NA
"NC_058192.1",2130001,NA,0.00229894
"NC_058192.1",2140000,0.249903,NA
"NC_058192.1",2140001,NA,0.00377605
"NC_058192.1",2150000,0.125664,NA
"NC_058192.1",2150001,NA,0.00198581
"NC_058192.1",2160000,-0.472462,NA
"NC_058192.1",2160001,NA,0.000775949
"NC_058192.1",2170000,NA,NA
"NC_058192.1",2180000,0.406767,NA
"NC_058192.1",2180001,NA,0.00594827
"NC_058192.1",2190000,0.364765,NA
"NC_058192.1",2190001,NA,0.00250915
"NC_058192.1",2200000,0.302714,NA
"NC_058192.1",2200001,NA,0.00148043
"NC_058192.1",2210000,0.146934,NA
"NC_058192.1",2210001,NA,0.00110256
"NC_058192.1",2220000,-0.579635,NA
"NC_058192.1",2220001,NA,0.00146018
"NC_058192.1",2230000,-1.28216,NA
"NC_058192.1",2230001,NA,0.000266228
"NC_058192.1",2240000,NA,NA
"NC_058192.1",2250000,-0.8841,NA
"NC_058192.1",2250001,NA,4.07531e-06
"NC_058192.1",2260000,NA,NA
"NC_058192.1",2270000,NA,NA
"NC_058192.1",2280000,NA,NA
"NC_058192.1",2290000,0.300627,NA
"NC_058192.1",2290001,NA,0.000516874
"NC_058192.1",2300000,0.595688,NA
"NC_058192.1",2300001,NA,0.000718102
"NC_058192.1",2310000,-0.0750939,NA
"NC_058192.1",2310001,NA,0.00184282
"NC_058192.1",2320000,0.000141208,NA
"NC_058192.1",2320001,NA,0.00487151
"NC_058192.1",2330000,0.071466,NA
"NC_058192.1",2330001,NA,0.0031918
"NC_058192.1",2340000,-0.215207,NA
"NC_058192.1",2340001,NA,0.00307819
"NC_058192.1",2350000,-0.579657,NA
"NC_058192.1",2350001,NA,0.00138027
"NC_058192.1",2360000,0.23839,NA
"NC_058192.1",2360001,NA,0.000680106
"NC_058192.1",2370000,-0.309082,NA
"NC_058192.1",2370001,NA,0.00123389
"NC_058192.1",2380000,0.0419709,NA
"NC_058192.1",2380001,NA,0.00456626
"NC_058192.1",2390000,0.474192,NA
"NC_058192.1",2390001,NA,0.00556949
"NC_058192.1",2400000,0.0317268,NA
"NC_058192.1",2400001,NA,0.0024705
"NC_058192.1",2410000,-0.0557263,NA
"NC_058192.1",2410001,NA,0.000798481
"NC_058192.1",2420000,-0.597121,NA
"NC_058192.1",2420001,NA,0.00249491
"NC_058192.1",2430000,-0.0571068,NA
"NC_058192.1",2430001,NA,0.00242428
"NC_058192.1",2440000,0.313535,NA
"NC_058192.1",2440001,NA,0.00262636
"NC_058192.1",2450000,0.335817,NA
"NC_058192.1",2450001,NA,0.00220775
"NC_058192.1",2460000,-0.137575,NA
"NC_058192.1",2460001,NA,0.00173165
"NC_058192.1",2470000,0.592612,NA
"NC_058192.1",2470001,NA,0.00198563
"NC_058192.1",2480000,0.394896,NA
"NC_058192.1",2480001,NA,0.00196962
"NC_058192.1",2490000,0.22931,NA
"NC_058192.1",2490001,NA,0.0032419
"NC_058192.1",2500000,-0.336414,NA
"NC_058192.1",2500001,NA,0.00054673
"NC_058192.1",2510000,-0.855565,NA
"NC_058192.1",2510001,NA,0.000251386
"NC_058192.1",2520000,-0.115197,NA
"NC_058192.1",2520001,NA,0.00100851
"NC_058192.1",2530000,0.319924,NA
"NC_058192.1",2530001,NA,0.000809927
"NC_058192.1",2540000,-0.89107,NA
"NC_058192.1",2540001,NA,4.83555e-05
"NC_058192.1",2550000,-0.397782,NA
"NC_058192.1",2550001,NA,0.0005253
"NC_058192.1",2560000,0.269097,NA
"NC_058192.1",2560001,NA,0.000116132
"NC_058192.1",2570000,0.489323,NA
"NC_058192.1",2570001,NA,0.000179258
"NC_058192.1",2580000,0.618419,NA
"NC_058192.1",2580001,NA,0.000743618
"NC_058192.1",2590000,2.38662,NA
"NC_058192.1",2590001,NA,0.000123883
"NC_058192.1",2600000,0.157486,NA
"NC_058192.1",2600001,NA,3.54246e-05
"NC_058192.1",2610000,0.743285,NA
"NC_058192.1",2610001,NA,0.000244639
"NC_058192.1",2620000,NA,NA
"NC_058192.1",2630000,1.03189,NA
"NC_058192.1",2630001,NA,9.46782e-05
"NC_058192.1",2640000,-1.12835,NA
"NC_058192.1",2640001,NA,0.000206986
"NC_058192.1",2650000,-0.870906,NA
"NC_058192.1",2650001,NA,7.5273e-05
"NC_058192.1",2660000,-0.0332284,NA
"NC_058192.1",2660001,NA,0.00024392
"NC_058192.1",2670000,-0.140167,NA
"NC_058192.1",2670001,NA,0.00164566
"NC_058192.1",2680000,-0.420491,NA
"NC_058192.1",2680001,NA,0.00247892
"NC_058192.1",2690000,0.183545,NA
"NC_058192.1",2690001,NA,0.00265021
"NC_058192.1",2700000,-0.0527718,NA
"NC_058192.1",2700001,NA,0.00233853
"NC_058192.1",2710000,0.0583518,NA
"NC_058192.1",2710001,NA,0.00327365
"NC_058192.1",2720000,0.94385,NA
"NC_058192.1",2720001,NA,0.00289704
"NC_058192.1",2730000,-0.00420725,NA
"NC_058192.1",2730001,NA,0.000330613
"NC_058192.1",2740000,-0.203967,NA
"NC_058192.1",2740001,NA,0.000279337
"NC_058192.1",2750000,0.749262,NA
"NC_058192.1",2750001,NA,0.000662338
"NC_058192.1",2760000,-0.532079,NA
"NC_058192.1",2760001,NA,0.000492382
"NC_058192.1",2770000,-0.618615,NA
"NC_058192.1",2770001,NA,0.000371883
"NC_058192.1",2780000,0.517284,NA
"NC_058192.1",2780001,NA,0.000341863
"NC_058192.1",2790000,-0.145646,NA
"NC_058192.1",2790001,NA,0.00189462
"NC_058192.1",2800000,0.0317825,NA
"NC_058192.1",2800001,NA,0.00371147
"NC_058192.1",2810000,0.136416,NA
"NC_058192.1",2810001,NA,0.0026236
"NC_058192.1",2820000,0.23123,NA
"NC_058192.1",2820001,NA,0.00187878
"NC_058192.1",2830000,0.305613,NA
"NC_058192.1",2830001,NA,0.000555685
"NC_058192.1",2840000,0.660692,NA
"NC_058192.1",2840001,NA,0.000687284
"NC_058192.1",2850000,-0.0252905,NA
"NC_058192.1",2850001,NA,0.00147788
"NC_058192.1",2860000,-0.16408,NA
"NC_058192.1",2860001,NA,0.00358923
"NC_058192.1",2870000,-0.266031,NA
"NC_058192.1",2870001,NA,0.00060827
"NC_058192.1",2880000,0.113325,NA
"NC_058192.1",2880001,NA,0.00067108
"NC_058192.1",2890000,-0.228586,NA
"NC_058192.1",2890001,NA,0.000348998
"NC_058192.1",2900000,0.719945,NA
"NC_058192.1",2900001,NA,0.000174968
"NC_058192.1",2910000,-0.383494,NA
"NC_058192.1",2910001,NA,0.000483798
"NC_058192.1",2920000,0.207721,NA
"NC_058192.1",2920001,NA,0.00224486
"NC_058192.1",2930000,-0.167285,NA
"NC_058192.1",2930001,NA,0.00256347
"NC_058192.1",2940000,0.305775,NA
"NC_058192.1",2940001,NA,0.00189032
"NC_058192.1",2950000,-0.829578,NA
"NC_058192.1",2950001,NA,8.89611e-05
"NC_058192.1",2960000,0.182834,NA
"NC_058192.1",2960001,NA,0.00115032
"NC_058192.1",2970000,-0.397236,NA
"NC_058192.1",2970001,NA,0.00167575
"NC_058192.1",2980000,-0.300518,NA
"NC_058192.1",2980001,NA,0.00183682
"NC_058192.1",2990000,0.210257,NA
"NC_058192.1",2990001,NA,0.000979011
"NC_058192.1",3000000,0.757173,NA
"NC_058192.1",3000001,NA,0.00257898
"NC_058192.1",3010000,-0.290972,NA
"NC_058192.1",3010001,NA,0.00273175
"NC_058192.1",3020000,0.205001,NA
"NC_058192.1",3020001,NA,0.000905296
"NC_058192.1",3030000,-0.0280608,NA
"NC_058192.1",3030001,NA,3.195e-05
"NC_058192.1",3040000,-0.0491854,NA
"NC_058192.1",3040001,NA,0.000709181
"NC_058192.1",3050000,-0.554772,NA
"NC_058192.1",3050001,NA,0.000173267
"NC_058192.1",3060000,-0.105008,NA
"NC_058192.1",3060001,NA,0.000924744
"NC_058192.1",3070000,0.240255,NA
"NC_058192.1",3070001,NA,0.000592616
"NC_058192.1",3080000,-0.152232,NA
"NC_058192.1",3080001,NA,0.00185926
"NC_058192.1",3090000,0.211955,NA
"NC_058192.1",3090001,NA,0.000551442
"NC_058192.1",3100000,NA,NA
"NC_058192.1",3110000,1.04613,NA
"NC_058192.1",3110001,NA,0.00100044
"NC_058192.1",3120000,-0.62565,NA
"NC_058192.1",3120001,NA,0.00041505
"NC_058192.1",3130000,-0.282535,NA
"NC_058192.1",3130001,NA,6.65952e-05
"NC_058192.1",3140000,1.04921,NA
"NC_058192.1",3140001,NA,5.26666e-05
"NC_058192.1",3150000,-0.614501,NA
"NC_058192.1",3150001,NA,0.000752649
"NC_058192.1",3160000,-0.18733,NA
"NC_058192.1",3160001,NA,0.00400038
"NC_058192.1",3170000,0.413797,NA
"NC_058192.1",3170001,NA,0.00324657
"NC_058192.1",3180000,-0.222631,NA
"NC_058192.1",3180001,NA,0.00179634
"NC_058192.1",3190000,-0.0519153,NA
"NC_058192.1",3190001,NA,0.00180618
"NC_058192.1",3200000,0.856037,NA
"NC_058192.1",3200001,NA,0.000334995
"NC_058192.1",3210000,-0.616045,NA
"NC_058192.1",3210001,NA,7.12463e-05
"NC_058192.1",3220000,0.0537659,NA
"NC_058192.1",3220001,NA,0.00031833
"NC_058192.1",3230000,-0.455864,NA
"NC_058192.1",3230001,NA,0.000502287
"NC_058192.1",3240000,-0.230067,NA
"NC_058192.1",3240001,NA,0.00129932
"NC_058192.1",3250000,0.0612165,NA
"NC_058192.1",3250001,NA,0.000886039
"NC_058192.1",3260000,0.119747,NA
"NC_058192.1",3260001,NA,0.00106188
"NC_058192.1",3270000,0.0831613,NA
"NC_058192.1",3270001,NA,0.00194897
"NC_058192.1",3280000,0.00733154,NA
