"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058191.1",950000,0.948762,NA
"NC_058191.1",950001,NA,5.37375e-05
"NC_058191.1",960000,NA,NA
"NC_058191.1",970000,NA,NA
"NC_058191.1",980000,NA,NA
"NC_058191.1",990000,NA,NA
"NC_058191.1",1000000,NA,NA
"NC_058191.1",1010000,-1.1737,NA
"NC_058191.1",1010001,NA,2.76925e-05
"NC_058191.1",1020000,-0.6302,NA
"NC_058191.1",1020001,NA,6.2491e-05
"NC_058191.1",1030000,-0.866516,NA
"NC_058191.1",1030001,NA,1.6249e-05
"NC_058191.1",1040000,0.957154,NA
"NC_058191.1",1040001,NA,0.000149566
"NC_058191.1",1050000,1.71961,NA
"NC_058191.1",1050001,NA,4.441e-05
"NC_058191.1",1060000,1.46045,NA
"NC_058191.1",1060001,NA,3.66778e-05
"NC_058191.1",1070000,NA,NA
"NC_058191.1",1080000,-0.646084,NA
"NC_058191.1",1080001,NA,6.81616e-05
"NC_058191.1",1090000,NA,NA
"NC_058191.1",1100000,0.324856,NA
"NC_058191.1",1100001,NA,2.19439e-05
"NC_058191.1",1110000,-0.933815,NA
"NC_058191.1",1110001,NA,1.47077e-05
"NC_058191.1",1120000,NA,NA
"NC_058191.1",1130000,-0.313399,NA
"NC_058191.1",1130001,NA,2.62287e-05
"NC_058191.1",1140000,-0.00400017,NA
"NC_058191.1",1140001,NA,3.32299e-05
"NC_058191.1",1150000,NA,NA
"NC_058191.1",1150001,NA,1.95145e-05
"NC_058191.1",1160000,-0.472676,NA
"NC_058191.1",1160001,NA,9.79641e-06
"NC_058191.1",1170000,NA,NA
"NC_058191.1",1180000,NA,NA
"NC_058191.1",1190000,NA,NA
"NC_058191.1",1200000,-1.26455,NA
"NC_058191.1",1200001,NA,1.68761e-05
"NC_058191.1",1210000,-0.505688,NA
"NC_058191.1",1210001,NA,9.28773e-05
"NC_058191.1",1220000,-0.879332,NA
"NC_058191.1",1220001,NA,0.000135736
"NC_058191.1",1230000,0.234219,NA
"NC_058191.1",1230001,NA,0.000586313
"NC_058191.1",1240000,NA,NA
"NC_058191.1",1250000,-0.48737,NA
"NC_058191.1",1250001,NA,6.47386e-05
"NC_058191.1",1260000,NA,NA
"NC_058191.1",1270000,NA,NA
"NC_058191.1",1280000,NA,NA
"NC_058191.1",1290000,-0.60606,NA
"NC_058191.1",1290001,NA,7.94162e-06
"NC_058191.1",1300000,NA,NA
"NC_058191.1",1310000,-0.886778,NA
"NC_058191.1",1310001,NA,1.36108e-05
"NC_058191.1",1320000,-0.721948,NA
"NC_058191.1",1320001,NA,5.72661e-05
"NC_058191.1",1330000,-1.19006,NA
"NC_058191.1",1330001,NA,5.32178e-05
"NC_058191.1",1340000,NA,NA
"NC_058191.1",1350000,0.361308,NA
"NC_058191.1",1350001,NA,0.000172878
"NC_058191.1",1360000,0.882752,NA
"NC_058191.1",1360001,NA,3.00944e-05
"NC_058191.1",1370000,NA,NA
"NC_058191.1",1380000,NA,NA
"NC_058191.1",1390000,NA,NA
"NC_058191.1",1400000,-0.862758,NA
"NC_058191.1",1400001,NA,5.07352e-05
"NC_058191.1",1410000,1.69261,NA
"NC_058191.1",1410001,NA,0.000437974
"NC_058191.1",1420000,0.41153,NA
"NC_058191.1",1420001,NA,0.000173091
"NC_058191.1",1430000,-1.12608,NA
"NC_058191.1",1430001,NA,9.62467e-05
"NC_058191.1",1440000,NA,NA
"NC_058191.1",1450000,NA,NA
"NC_058191.1",1450001,NA,2.92324e-05
"NC_058191.1",1460000,-0.560981,NA
"NC_058191.1",1460001,NA,7.36235e-05
"NC_058191.1",1470000,NA,NA
"NC_058191.1",1480000,-1.01821,NA
"NC_058191.1",1480001,NA,9.03478e-05
"NC_058191.1",1490000,0.13447,NA
"NC_058191.1",1490001,NA,0.000348524
"NC_058191.1",1500000,-0.444983,NA
"NC_058191.1",1500001,NA,2.44783e-05
"NC_058191.1",1510000,-1.40937,NA
"NC_058191.1",1510001,NA,2.0273e-05
"NC_058191.1",1520000,-0.820599,NA
"NC_058191.1",1520001,NA,4.21651e-05
"NC_058191.1",1530000,-1.03233,NA
"NC_058191.1",1530001,NA,2.11602e-06
"NC_058191.1",1540000,NA,NA
"NC_058191.1",1550000,0.459134,NA
"NC_058191.1",1550001,NA,2.27538e-05
"NC_058191.1",1560000,-0.362081,NA
"NC_058191.1",1560001,NA,0.000730479
"NC_058191.1",1570000,-0.481707,NA
"NC_058191.1",1570001,NA,0.00127662
"NC_058191.1",1580000,-0.142739,NA
"NC_058191.1",1580001,NA,0.000579533
"NC_058191.1",1590000,NA,NA
"NC_058191.1",1600000,-0.389859,NA
"NC_058191.1",1600001,NA,0.000170213
"NC_058191.1",1610000,-1.03181,NA
"NC_058191.1",1610001,NA,8.62215e-05
"NC_058191.1",1620000,-0.8841,NA
"NC_058191.1",1620001,NA,1.70592e-05
"NC_058191.1",1630000,-0.89107,NA
"NC_058191.1",1630001,NA,4.17978e-06
"NC_058191.1",1640000,NA,NA
"NC_058191.1",1650000,-0.834035,NA
"NC_058191.1",1650001,NA,1.54133e-05
"NC_058191.1",1660000,-0.0950674,NA
"NC_058191.1",1660001,NA,1.50473e-05
"NC_058191.1",1670000,-0.716481,NA
"NC_058191.1",1670001,NA,0.000101788
"NC_058191.1",1680000,-1.07549,NA
"NC_058191.1",1680001,NA,7.65239e-05
"NC_058191.1",1690000,NA,NA
"NC_058191.1",1700000,-0.701586,NA
"NC_058191.1",1700001,NA,0.000286613
"NC_058191.1",1710000,-0.0210578,NA
"NC_058191.1",1710001,NA,0.000325941
"NC_058191.1",1720000,-1.12119,NA
"NC_058191.1",1720001,NA,5.95428e-05
"NC_058191.1",1730000,0.146605,NA
"NC_058191.1",1730001,NA,5.07084e-05
"NC_058191.1",1740000,-0.748892,NA
"NC_058191.1",1740001,NA,7.56042e-05
"NC_058191.1",1750000,-0.196261,NA
"NC_058191.1",1750001,NA,0.0011529
"NC_058191.1",1760000,0.0616888,NA
"NC_058191.1",1760001,NA,4.81486e-05
"NC_058191.1",1770000,1.7848,NA
"NC_058191.1",1770001,NA,0.000184029
"NC_058191.1",1780000,NA,NA
"NC_058191.1",1790000,-0.0665827,NA
"NC_058191.1",1790001,NA,2.9808e-05
"NC_058191.1",1800000,0.51396,NA
"NC_058191.1",1800001,NA,6.54417e-05
"NC_058191.1",1810000,-0.493196,NA
"NC_058191.1",1810001,NA,3.47458e-05
"NC_058191.1",1820000,NA,NA
"NC_058191.1",1830000,NA,NA
"NC_058191.1",1840000,NA,NA
"NC_058191.1",1850000,-0.592207,NA
"NC_058191.1",1850001,NA,1.76862e-05
"NC_058191.1",1860000,NA,NA
"NC_058191.1",1870000,-0.89107,NA
"NC_058191.1",1870001,NA,4.17978e-06
"NC_058191.1",1880000,NA,NA
"NC_058191.1",1890000,-1.0592,NA
"NC_058191.1",1890001,NA,9.48328e-06
"NC_058191.1",1900000,0.531876,NA
"NC_058191.1",1900001,NA,0.000139532
"NC_058191.1",1910000,-1.12403,NA
"NC_058191.1",1910001,NA,2.04291e-05
"NC_058191.1",1920000,0.324856,NA
"NC_058191.1",1920001,NA,2.19439e-05
"NC_058191.1",1930000,NA,NA
"NC_058191.1",1940000,NA,NA
"NC_058191.1",1950000,NA,NA
"NC_058191.1",1960000,NA,NA
"NC_058191.1",1970000,NA,NA
"NC_058191.1",1980000,-0.774092,NA
"NC_058191.1",1980001,NA,4.67877e-05
"NC_058191.1",1990000,NA,NA
"NC_058191.1",2000000,NA,NA
"NC_058191.1",2010000,NA,NA
"NC_058191.1",2020000,NA,NA
"NC_058191.1",2030000,NA,NA
"NC_058191.1",2040000,NA,NA
"NC_058191.1",2050000,NA,NA
"NC_058191.1",2060000,NA,NA
"NC_058191.1",2070000,-0.635733,NA
"NC_058191.1",2070001,NA,1.92275e-05
"NC_058191.1",2080000,NA,NA
"NC_058191.1",2090000,NA,NA
"NC_058191.1",2100000,NA,NA
"NC_058191.1",2110000,-0.783684,NA
"NC_058191.1",2110001,NA,1.51522e-05
"NC_058191.1",2120000,NA,NA
"NC_058191.1",2130000,-0.110915,NA
"NC_058191.1",2130001,NA,3.1558e-05
"NC_058191.1",2140000,NA,NA
"NC_058191.1",2150000,0.00226818,NA
"NC_058191.1",2150001,NA,0.000163787
"NC_058191.1",2160000,-0.604114,NA
"NC_058191.1",2160001,NA,0.000600727
"NC_058191.1",2170000,0.220216,NA
"NC_058191.1",2170001,NA,0.00075179
"NC_058191.1",2180000,1.38744,NA
"NC_058191.1",2180001,NA,0.00068875
"NC_058191.1",2190000,0.453342,NA
"NC_058191.1",2190001,NA,0.000227137
"NC_058191.1",2200000,-0.523202,NA
"NC_058191.1",2200001,NA,4.65037e-05
"NC_058191.1",2210000,-0.372714,NA
"NC_058191.1",2210001,NA,0.000993817
"NC_058191.1",2220000,-0.532924,NA
"NC_058191.1",2220001,NA,2.10823e-05
"NC_058191.1",2230000,-0.317999,NA
"NC_058191.1",2230001,NA,2.69601e-05
"NC_058191.1",2240000,-0.909577,NA
"NC_058191.1",2240001,NA,0.00076956
"NC_058191.1",2250000,1.1701,NA
"NC_058191.1",2250001,NA,0.00026828
"NC_058191.1",2260000,0.716686,NA
"NC_058191.1",2260001,NA,0.000255501
"NC_058191.1",2270000,-0.892479,NA
"NC_058191.1",2270001,NA,4.78359e-05
"NC_058191.1",2280000,0.615049,NA
"NC_058191.1",2280001,NA,0.000161596
"NC_058191.1",2290000,NA,NA
"NC_058191.1",2300000,0.619994,NA
"NC_058191.1",2300001,NA,0.000887255
"NC_058191.1",2310000,1.05678,NA
"NC_058191.1",2310001,NA,0.000566901
"NC_058191.1",2320000,-0.619274,NA
"NC_058191.1",2320001,NA,8.15058e-06
"NC_058191.1",2330000,-0.682432,NA
"NC_058191.1",2330001,NA,4.21661e-05
"NC_058191.1",2340000,NA,NA
"NC_058191.1",2350000,NA,NA
"NC_058191.1",2360000,-0.743202,NA
"NC_058191.1",2360001,NA,6.03459e-06
"NC_058191.1",2370000,-1.08441,NA
"NC_058191.1",2370001,NA,4.14089e-05
"NC_058191.1",2380000,NA,NA
"NC_058191.1",2390000,NA,NA
"NC_058191.1",2400000,0.388001,NA
"NC_058191.1",2400001,NA,2.06901e-05
"NC_058191.1",2410000,-0.452309,NA
"NC_058191.1",2410001,NA,0.000139257
"NC_058191.1",2420000,0.30519,NA
"NC_058191.1",2420001,NA,0.00037985
"NC_058191.1",2430000,2.01365,NA
"NC_058191.1",2430001,NA,0.000133184
"NC_058191.1",2440000,-0.616952,NA
"NC_058191.1",2440001,NA,0.000190923
"NC_058191.1",2450000,NA,NA
"NC_058191.1",2460000,0.459134,NA
"NC_058191.1",2460001,NA,2.27538e-05
"NC_058191.1",2470000,NA,NA
"NC_058191.1",2480000,-0.0837534,NA
"NC_058191.1",2480001,NA,8.87236e-05
"NC_058191.1",2490000,0.153878,NA
"NC_058191.1",2490001,NA,0.000134342
"NC_058191.1",2500000,0.459134,NA
"NC_058191.1",2500001,NA,2.27538e-05
"NC_058191.1",2510000,NA,NA
"NC_058191.1",2520000,NA,NA
"NC_058191.1",2530000,-0.579482,NA
"NC_058191.1",2530001,NA,1.98805e-05
"NC_058191.1",2540000,-0.753384,NA
"NC_058191.1",2540001,NA,6.1913e-06
"NC_058191.1",2550000,-0.356485,NA
"NC_058191.1",2550001,NA,0.000122479
"NC_058191.1",2560000,-1.04425,NA
"NC_058191.1",2560001,NA,2.20751e-05
"NC_058191.1",2570000,0.593529,NA
"NC_058191.1",2570001,NA,2.3407e-05
"NC_058191.1",2580000,NA,NA
"NC_058191.1",2590000,-0.7631,NA
"NC_058191.1",2590001,NA,6.34802e-06
"NC_058191.1",2600000,-0.430601,NA
"NC_058191.1",2600001,NA,2.14745e-05
"NC_058191.1",2610000,-0.60606,NA
"NC_058191.1",2610001,NA,7.94162e-06
"NC_058191.1",2620000,-1.29198,NA
"NC_058191.1",2620001,NA,4.48292e-05
"NC_058191.1",2630000,-0.884196,NA
"NC_058191.1",2630001,NA,1.35586e-05
"NC_058191.1",2640000,NA,NA
"NC_058191.1",2650000,-0.595154,NA
"NC_058191.1",2650001,NA,0.000149929
"NC_058191.1",2660000,-0.386667,NA
"NC_058191.1",2660001,NA,0.000112397
"NC_058191.1",2670000,1.09621,NA
"NC_058191.1",2670001,NA,0.000291763
"NC_058191.1",2680000,0.675473,NA
"NC_058191.1",2680001,NA,6.51029e-05
"NC_058191.1",2690000,-0.60606,NA
"NC_058191.1",2690001,NA,7.94162e-06
"NC_058191.1",2700000,NA,NA
"NC_058191.1",2710000,-0.283024,NA
"NC_058191.1",2710001,NA,5.60125e-05
"NC_058191.1",2720000,0.191145,NA
"NC_058191.1",2720001,NA,0.000471784
"NC_058191.1",2730000,-0.275068,NA
"NC_058191.1",2730001,NA,5.22254e-05
"NC_058191.1",2740000,0.264029,NA
"NC_058191.1",2740001,NA,0.000180802
"NC_058191.1",2750000,-0.487597,NA
"NC_058191.1",2750001,NA,0.00512588
"NC_058191.1",2760000,-0.297111,NA
"NC_058191.1",2760001,NA,0.0012889
"NC_058191.1",2770000,NA,NA
"NC_058191.1",2780000,NA,NA
"NC_058191.1",2790000,1.50125,NA
"NC_058191.1",2790001,NA,0.000136398
"NC_058191.1",2800000,-1.09435,NA
"NC_058191.1",2800001,NA,1.00056e-05
"NC_058191.1",2810000,NA,NA
"NC_058191.1",2820000,NA,NA
"NC_058191.1",2830000,NA,NA
"NC_058191.1",2840000,NA,NA
"NC_058191.1",2850000,1.64986,NA
"NC_058191.1",2850001,NA,4.13015e-05
"NC_058191.1",2860000,0.895469,NA
"NC_058191.1",2860001,NA,6.98318e-05
"NC_058191.1",2870000,-0.331748,NA
"NC_058191.1",2870001,NA,0.000848822
"NC_058191.1",2880000,NA,NA
"NC_058191.1",2890000,0.137885,NA
"NC_058191.1",2890001,NA,1.82866e-05
"NC_058191.1",2900000,0.630812,NA
"NC_058191.1",2900001,NA,0.000130968
"NC_058191.1",2910000,-1.02349,NA
"NC_058191.1",2910001,NA,0.000155141
"NC_058191.1",2920000,0.219357,NA
"NC_058191.1",2920001,NA,2.04026e-05
"NC_058191.1",2930000,0.359511,NA
"NC_058191.1",2930001,NA,4.22425e-05
"NC_058191.1",2940000,NA,NA
"NC_058191.1",2950000,NA,NA
"NC_058191.1",2950001,NA,3.85325e-05
"NC_058191.1",2960000,-0.166693,NA
"NC_058191.1",2960001,NA,4.37069e-05
"NC_058191.1",2970000,NA,NA
"NC_058191.1",2980000,NA,NA
"NC_058191.1",2990000,-0.204736,NA
"NC_058191.1",2990001,NA,0.000110746
"NC_058191.1",3000000,NA,NA
"NC_058191.1",3000001,NA,4.3705e-05
"NC_058191.1",3010000,NA,NA
"NC_058191.1",3020000,1.64081,NA
"NC_058191.1",3020001,NA,3.91856e-05
"NC_058191.1",3030000,-0.451939,NA
"NC_058191.1",3030001,NA,0.000283745
"NC_058191.1",3040000,-1.07456,NA
"NC_058191.1",3040001,NA,0.000129499
"NC_058191.1",3050000,-0.076569,NA
"NC_058191.1",3050001,NA,0.00080735
"NC_058191.1",3060000,0.474644,NA
"NC_058191.1",3060001,NA,0.00023241
"NC_058191.1",3070000,NA,NA
"NC_058191.1",3080000,0.615407,NA
"NC_058191.1",3080001,NA,8.85892e-05
"NC_058191.1",3090000,-0.783068,NA
"NC_058191.1",3090001,NA,6.74566e-05
"NC_058191.1",3100000,-0.229477,NA
"NC_058191.1",3100001,NA,0.000218227
"NC_058191.1",3110000,-0.0675047,NA
"NC_058191.1",3110001,NA,8.74386e-05
"NC_058191.1",3120000,-0.0950674,NA
"NC_058191.1",3120001,NA,6.32987e-05
"NC_058191.1",3130000,-1.04612,NA
"NC_058191.1",3130001,NA,2.2702e-05
"NC_058191.1",3140000,-0.38532,NA
"NC_058191.1",3140001,NA,8.34978e-05
"NC_058191.1",3150000,-0.527566,NA
"NC_058191.1",3150001,NA,0.000251402
"NC_058191.1",3160000,NA,NA
"NC_058191.1",3170000,-0.00339576,NA
"NC_058191.1",3170001,NA,0.000299955
"NC_058191.1",3180000,NA,NA
"NC_058191.1",3190000,NA,NA
"NC_058191.1",3200000,NA,NA
"NC_058191.1",3210000,0.95139,NA
"NC_058191.1",3210001,NA,5.45733e-05
"NC_058191.1",3220000,NA,NA
"NC_058191.1",3230000,NA,NA
"NC_058191.1",3240000,NA,NA
"NC_058191.1",3250000,NA,NA
"NC_058191.1",3260000,NA,NA
"NC_058191.1",3270000,NA,NA
"NC_058191.1",3280000,NA,NA
"NC_058191.1",3290000,NA,NA
"NC_058191.1",3300000,NA,NA
"NC_058191.1",3310000,NA,NA
"NC_058191.1",3320000,NA,NA
"NC_058191.1",3330000,NA,NA
"NC_058191.1",3340000,NA,NA
"NC_058191.1",3350000,NA,NA
"NC_058191.1",3360000,NA,NA
"NC_058191.1",3370000,-0.314193,NA
"NC_058191.1",3370001,NA,5.72399e-05
"NC_058191.1",3380000,-0.720967,NA
"NC_058191.1",3380001,NA,0.00039397
"NC_058191.1",3390000,0.0247489,NA
"NC_058191.1",3390001,NA,0.00120695
"NC_058191.1",3400000,1.29827,NA
"NC_058191.1",3400001,NA,0.000517261
"NC_058191.1",3410000,0.269054,NA
"NC_058191.1",3410001,NA,0.00069909
"NC_058191.1",3420000,-0.435965,NA
"NC_058191.1",3420001,NA,0.000117573
"NC_058191.1",3430000,-1.03574,NA
"NC_058191.1",3430001,NA,2.16825e-06
"NC_058191.1",3440000,-0.507237,NA
"NC_058191.1",3440001,NA,3.48766e-05
"NC_058191.1",3450000,-0.60606,NA
"NC_058191.1",3450001,NA,7.94162e-06
"NC_058191.1",3460000,-0.655167,NA
"NC_058191.1",3460001,NA,0.000162165
"NC_058191.1",3470000,-0.753384,NA
"NC_058191.1",3470001,NA,4.28697e-05
"NC_058191.1",3480000,-0.511375,NA
"NC_058191.1",3480001,NA,3.57384e-05
"NC_058191.1",3490000,-0.141143,NA
"NC_058191.1",3490001,NA,1.58831e-05
"NC_058191.1",3500000,NA,NA
"NC_058191.1",3510000,NA,NA
"NC_058191.1",3520000,-1.02876,NA
"NC_058191.1",3520001,NA,2.07172e-05
"NC_058191.1",3530000,-0.296014,NA
"NC_058191.1",3530001,NA,7.70704e-05
"NC_058191.1",3540000,NA,NA
"NC_058191.1",3550000,NA,NA
"NC_058191.1",3560000,NA,NA
"NC_058191.1",3570000,0.704578,NA
"NC_058191.1",3570001,NA,7.09801e-05
"NC_058191.1",3580000,NA,NA
"NC_058191.1",3590000,NA,NA
"NC_058191.1",3600000,0.0279765,NA
"NC_058191.1",3600001,NA,8.49851e-05
"NC_058191.1",3610000,NA,NA
"NC_058191.1",3620000,NA,NA
"NC_058191.1",3630000,0.0012618,NA
"NC_058191.1",3630001,NA,0.000442843
"NC_058191.1",3640000,NA,NA
"NC_058191.1",3650000,-0.60606,NA
"NC_058191.1",3650001,NA,7.94162e-06
"NC_058191.1",3660000,-0.504093,NA
"NC_058191.1",3660001,NA,1.03188e-05
"NC_058191.1",3670000,0.331298,NA
"NC_058191.1",3670001,NA,0.000302145
"NC_058191.1",3680000,-0.538228,NA
"NC_058191.1",3680001,NA,3.99453e-05
"NC_058191.1",3690000,NA,NA
"NC_058191.1",3700000,NA,NA
"NC_058191.1",3710000,-1.025,NA
"NC_058191.1",3710001,NA,2.01154e-06
"NC_058191.1",3720000,NA,NA
"NC_058191.1",3730000,NA,NA
"NC_058191.1",3740000,NA,NA
"NC_058191.1",3750000,NA,NA
"NC_058191.1",3760000,NA,NA
"NC_058191.1",3770000,NA,NA
"NC_058191.1",3780000,NA,NA
"NC_058191.1",3790000,0.0474741,NA
"NC_058191.1",3790001,NA,0.000121382
"NC_058191.1",3800000,0.0960685,NA
"NC_058191.1",3800001,NA,0.000663359
"NC_058191.1",3810000,-0.218729,NA
"NC_058191.1",3810001,NA,2.71954e-05
"NC_058191.1",3820000,NA,NA
"NC_058191.1",3830000,1.04832,NA
"NC_058191.1",3830001,NA,0.000319588
"NC_058191.1",3840000,0.241974,NA
"NC_058191.1",3840001,NA,0.000168376
"NC_058191.1",3850000,NA,NA
"NC_058191.1",3860000,NA,NA
"NC_058191.1",3870000,NA,NA
"NC_058191.1",3880000,NA,NA
"NC_058191.1",3890000,0.990723,NA
"NC_058191.1",3890001,NA,0.000579045
"NC_058191.1",3900000,0.644249,NA
"NC_058191.1",3900001,NA,6.63305e-05
"NC_058191.1",3910000,NA,NA
"NC_058191.1",3920000,NA,NA
"NC_058191.1",3930000,-0.93356,NA
"NC_058191.1",3930001,NA,3.78562e-05
"NC_058191.1",3940000,NA,NA
"NC_058191.1",3950000,NA,NA
"NC_058191.1",3960000,NA,NA
