"CHROM","BIN_START","TajD_Europe","pi_Europe"
"NC_058193.1",1600000,0.157143,NA
"NC_058193.1",1600001,NA,0.000220731
"NC_058193.1",1610000,NA,NA
"NC_058193.1",1620000,NA,NA
"NC_058193.1",1630000,NA,NA
"NC_058193.1",1640000,NA,NA
"NC_058193.1",1650000,NA,NA
"NC_058193.1",1660000,NA,NA
"NC_058193.1",1670000,NA,NA
"NC_058193.1",1680000,2.17892,NA
"NC_058193.1",1680001,NA,8.1951e-05
"NC_058193.1",1690000,-0.247473,NA
"NC_058193.1",1690001,NA,6.04003e-05
"NC_058193.1",1700000,-0.894017,NA
"NC_058193.1",1700001,NA,0.000138767
"NC_058193.1",1710000,NA,NA
"NC_058193.1",1720000,-0.416377,NA
"NC_058193.1",1720001,NA,3.61047e-05
"NC_058193.1",1730000,1.64081,NA
"NC_058193.1",1730001,NA,3.91856e-05
"NC_058193.1",1740000,1.21999,NA
"NC_058193.1",1740001,NA,8.1821e-05
"NC_058193.1",1750000,-0.896103,NA
"NC_058193.1",1750001,NA,0.000542703
"NC_058193.1",1760000,-0.8841,NA
"NC_058193.1",1760001,NA,4.07531e-06
"NC_058193.1",1770000,NA,NA
"NC_058193.1",1780000,NA,NA
"NC_058193.1",1790000,NA,NA
"NC_058193.1",1800000,-0.592207,NA
"NC_058193.1",1800001,NA,7.73266e-06
"NC_058193.1",1810000,-1.18254,NA
"NC_058193.1",1810001,NA,1.79997e-05
"NC_058193.1",1820000,-1.16187,NA
"NC_058193.1",1820001,NA,1.80521e-05
"NC_058193.1",1830000,NA,NA
"NC_058193.1",1840000,NA,NA
"NC_058193.1",1850000,NA,NA
"NC_058193.1",1860000,NA,NA
"NC_058193.1",1870000,NA,NA
"NC_058193.1",1880000,NA,NA
"NC_058193.1",1890000,-0.075112,NA
"NC_058193.1",1890001,NA,0.000193271
"NC_058193.1",1900000,-1.11266,NA
"NC_058193.1",1900001,NA,0.000437952
"NC_058193.1",1910000,-0.0950674,NA
"NC_058193.1",1910001,NA,1.50473e-05
"NC_058193.1",1920000,NA,NA
"NC_058193.1",1930000,NA,NA
"NC_058193.1",1940000,-0.954702,NA
"NC_058193.1",1940001,NA,5.45264e-05
"NC_058193.1",1950000,NA,NA
"NC_058193.1",1960000,0.503633,NA
"NC_058193.1",1960001,NA,9.46272e-05
"NC_058193.1",1970000,NA,NA
"NC_058193.1",1980000,-0.05329,NA
"NC_058193.1",1980001,NA,0.000647968
"NC_058193.1",1990000,-0.624906,NA
"NC_058193.1",1990001,NA,0.00050402
"NC_058193.1",2000000,-1.27445,NA
"NC_058193.1",2000001,NA,3.7595e-05
"NC_058193.1",2010000,0.375396,NA
"NC_058193.1",2010001,NA,3.86379e-05
"NC_058193.1",2020000,-0.851221,NA
"NC_058193.1",2020001,NA,9.72188e-05
"NC_058193.1",2030000,NA,NA
"NC_058193.1",2040000,NA,NA
"NC_058193.1",2050000,-0.481162,NA
"NC_058193.1",2050001,NA,0.000125253
"NC_058193.1",2060000,NA,NA
"NC_058193.1",2070000,NA,NA
"NC_058193.1",2080000,-0.235097,NA
"NC_058193.1",2080001,NA,8.84101e-05
"NC_058193.1",2090000,NA,NA
"NC_058193.1",2100000,NA,NA
"NC_058193.1",2110000,NA,NA
"NC_058193.1",2120000,NA,NA
"NC_058193.1",2130000,NA,NA
"NC_058193.1",2130001,NA,1.95145e-05
"NC_058193.1",2140000,NA,NA
"NC_058193.1",2150000,NA,NA
"NC_058193.1",2160000,-1.23569,NA
"NC_058193.1",2160001,NA,3.64708e-05
"NC_058193.1",2170000,NA,NA
"NC_058193.1",2180000,NA,NA
"NC_058193.1",2190000,-0.985392,NA
"NC_058193.1",2190001,NA,2.36165e-05
"NC_058193.1",2200000,-0.361784,NA
"NC_058193.1",2200001,NA,1.19124e-05
"NC_058193.1",2210000,NA,NA
"NC_058193.1",2220000,-1.00358,NA
"NC_058193.1",2220001,NA,0.000129911
"NC_058193.1",2230000,NA,NA
"NC_058193.1",2240000,NA,NA
"NC_058193.1",2250000,NA,NA
"NC_058193.1",2260000,NA,NA
"NC_058193.1",2270000,-0.538096,NA
"NC_058193.1",2270001,NA,0.000661271
"NC_058193.1",2280000,-0.471819,NA
"NC_058193.1",2280001,NA,2.35117e-05
"NC_058193.1",2290000,-0.201409,NA
"NC_058193.1",2290001,NA,9.4341e-05
"NC_058193.1",2300000,0.634228,NA
"NC_058193.1",2300001,NA,0.000186531
"NC_058193.1",2310000,2.11498,NA
"NC_058193.1",2310001,NA,7.66746e-05
"NC_058193.1",2320000,-1.08597,NA
"NC_058193.1",2320001,NA,1.95415e-05
"NC_058193.1",2330000,NA,NA
"NC_058193.1",2340000,1.08325,NA
"NC_058193.1",2340001,NA,0.000125871
"NC_058193.1",2350000,-0.420601,NA
"NC_058193.1",2350001,NA,0.000673208
"NC_058193.1",2360000,NA,NA
"NC_058193.1",2360001,NA,4.5978e-05
"NC_058193.1",2370000,-0.968153,NA
"NC_058193.1",2370001,NA,0.000233757
"NC_058193.1",2380000,NA,NA
"NC_058193.1",2390000,-0.979368,NA
"NC_058193.1",2390001,NA,0.000677892
"NC_058193.1",2400000,-1.05164,NA
"NC_058193.1",2400001,NA,7.90843e-05
"NC_058193.1",2410000,-1.18985,NA
"NC_058193.1",2410001,NA,5.79233e-05
"NC_058193.1",2420000,-0.392834,NA
"NC_058193.1",2420001,NA,0.000129653
"NC_058193.1",2430000,-0.0647234,NA
"NC_058193.1",2430001,NA,0.000161854
"NC_058193.1",2440000,-0.118573,NA
"NC_058193.1",2440001,NA,0.000583303
"NC_058193.1",2450000,0.0627984,NA
"NC_058193.1",2450001,NA,0.000304204
"NC_058193.1",2460000,0.378792,NA
"NC_058193.1",2460001,NA,0.000207481
"NC_058193.1",2470000,-0.732519,NA
"NC_058193.1",2470001,NA,5.87787e-06
"NC_058193.1",2480000,-0.438199,NA
"NC_058193.1",2480001,NA,9.27401e-06
"NC_058193.1",2490000,NA,NA
"NC_058193.1",2500000,NA,NA
"NC_058193.1",2510000,NA,NA
"NC_058193.1",2520000,NA,NA
"NC_058193.1",2530000,-0.89107,NA
"NC_058193.1",2530001,NA,4.17978e-06
"NC_058193.1",2540000,NA,NA
"NC_058193.1",2550000,NA,NA
"NC_058193.1",2560000,NA,NA
"NC_058193.1",2570000,NA,NA
"NC_058193.1",2580000,NA,NA
"NC_058193.1",2590000,-0.0950674,NA
"NC_058193.1",2590001,NA,1.50473e-05
"NC_058193.1",2600000,-0.482256,NA
"NC_058193.1",2600001,NA,3.58171e-05
"NC_058193.1",2610000,NA,NA
"NC_058193.1",2620000,-0.595882,NA
"NC_058193.1",2620001,NA,3.23687e-05
"NC_058193.1",2630000,NA,NA
"NC_058193.1",2640000,NA,NA
"NC_058193.1",2650000,1.54409,NA
"NC_058193.1",2650001,NA,3.59726e-05
"NC_058193.1",2660000,-0.918864,NA
"NC_058193.1",2660001,NA,1.43421e-05
"NC_058193.1",2670000,NA,NA
"NC_058193.1",2680000,NA,NA
"NC_058193.1",2690000,NA,NA
"NC_058193.1",2700000,-1.09342,NA
"NC_058193.1",2700001,NA,0.000192988
"NC_058193.1",2710000,0.20584,NA
"NC_058193.1",2710001,NA,0.000102495
"NC_058193.1",2720000,NA,NA
"NC_058193.1",2730000,NA,NA
"NC_058193.1",2740000,NA,NA
"NC_058193.1",2750000,-0.382716,NA
"NC_058193.1",2750001,NA,0.000436277
"NC_058193.1",2760000,-0.568744,NA
"NC_058193.1",2760001,NA,4.67899e-05
"NC_058193.1",2770000,-0.707466,NA
"NC_058193.1",2770001,NA,0.000167653
"NC_058193.1",2780000,NA,NA
"NC_058193.1",2790000,NA,NA
"NC_058193.1",2800000,NA,NA
"NC_058193.1",2810000,NA,NA
"NC_058193.1",2820000,-0.322792,NA
"NC_058193.1",2820001,NA,8.13839e-05
"NC_058193.1",2830000,-0.801845,NA
"NC_058193.1",2830001,NA,0.000103148
"NC_058193.1",2840000,-1.1675,NA
"NC_058193.1",2840001,NA,3.72293e-05
"NC_058193.1",2850000,-1.08397,NA
"NC_058193.1",2850001,NA,5.42104e-05
"NC_058193.1",2860000,NA,NA
"NC_058193.1",2870000,-0.985718,NA
"NC_058193.1",2870001,NA,8.55886e-05
"NC_058193.1",2880000,NA,NA
"NC_058193.1",2890000,NA,NA
"NC_058193.1",2900000,NA,NA
"NC_058193.1",2910000,0.941814,NA
"NC_058193.1",2910001,NA,0.000144717
"NC_058193.1",2920000,0.919404,NA
"NC_058193.1",2920001,NA,2.91541e-05
"NC_058193.1",2930000,NA,NA
"NC_058193.1",2940000,1.15423,NA
"NC_058193.1",2940001,NA,2.92588e-05
"NC_058193.1",2950000,NA,NA
"NC_058193.1",2960000,NA,NA
"NC_058193.1",2970000,NA,NA
"NC_058193.1",2980000,NA,NA
"NC_058193.1",2990000,-0.308293,NA
"NC_058193.1",2990001,NA,8.3575e-05
"NC_058193.1",3000000,-0.8841,NA
"NC_058193.1",3000001,NA,4.07531e-06
"NC_058193.1",3010000,NA,NA
"NC_058193.1",3020000,NA,NA
"NC_058193.1",3030000,-1.1791,NA
"NC_058193.1",3030001,NA,0.000117224
"NC_058193.1",3040000,NA,NA
"NC_058193.1",3050000,NA,NA
"NC_058193.1",3060000,NA,NA
"NC_058193.1",3070000,0.357676,NA
"NC_058193.1",3070001,NA,9.53061e-05
"NC_058193.1",3080000,NA,NA
"NC_058193.1",3090000,NA,NA
"NC_058193.1",3090001,NA,4.54292e-05
"NC_058193.1",3100000,NA,NA
"NC_058193.1",3110000,NA,NA
"NC_058193.1",3120000,NA,NA
"NC_058193.1",3130000,NA,NA
"NC_058193.1",3140000,NA,NA
"NC_058193.1",3150000,0.38476,NA
"NC_058193.1",3150001,NA,0.000204888
"NC_058193.1",3160000,NA,NA
"NC_058193.1",3170000,NA,NA
"NC_058193.1",3180000,-0.430496,NA
"NC_058193.1",3180001,NA,2.50007e-05
"NC_058193.1",3190000,-0.869092,NA
"NC_058193.1",3190001,NA,3.86635e-06
"NC_058193.1",3200000,-0.89107,NA
"NC_058193.1",3200001,NA,4.17978e-06
"NC_058193.1",3210000,NA,NA
"NC_058193.1",3220000,-1.53901,NA
"NC_058193.1",3220001,NA,2.87644e-05
"NC_058193.1",3230000,-0.897715,NA
"NC_058193.1",3230001,NA,4.28426e-06
"NC_058193.1",3240000,-0.619274,NA
"NC_058193.1",3240001,NA,8.15058e-06
"NC_058193.1",3250000,NA,NA
"NC_058193.1",3260000,NA,NA
"NC_058193.1",3270000,NA,NA
"NC_058193.1",3280000,-1.10428,NA
"NC_058193.1",3280001,NA,1.99592e-05
"NC_058193.1",3290000,NA,NA
"NC_058193.1",3300000,-0.2403,NA
"NC_058193.1",3300001,NA,0.000141553
"NC_058193.1",3310000,NA,NA
"NC_058193.1",3320000,1.74105,NA
"NC_058193.1",3320001,NA,4.26338e-05
"NC_058193.1",3330000,-0.923431,NA
"NC_058193.1",3330001,NA,8.2874e-05
"NC_058193.1",3340000,NA,NA
"NC_058193.1",3350000,NA,NA
"NC_058193.1",3350001,NA,1.39762e-05
"NC_058193.1",3360000,-0.238404,NA
"NC_058193.1",3360001,NA,3.84808e-05
"NC_058193.1",3370000,NA,NA
"NC_058193.1",3380000,0.409772,NA
"NC_058193.1",3380001,NA,7.04589e-05
"NC_058193.1",3390000,NA,NA
"NC_058193.1",3400000,-1.45637,NA
"NC_058193.1",3400001,NA,3.02801e-05
"NC_058193.1",3410000,NA,NA
"NC_058193.1",3420000,-0.808333,NA
"NC_058193.1",3420001,NA,1.53611e-05
"NC_058193.1",3430000,NA,NA
"NC_058193.1",3440000,NA,NA
"NC_058193.1",3450000,NA,NA
"NC_058193.1",3460000,NA,NA
"NC_058193.1",3470000,0.861919,NA
"NC_058193.1",3470001,NA,0.000122583
"NC_058193.1",3480000,NA,NA
"NC_058193.1",3490000,NA,NA
"NC_058193.1",3500000,NA,NA
"NC_058193.1",3510000,NA,NA
"NC_058193.1",3520000,NA,NA
"NC_058193.1",3530000,NA,NA
"NC_058193.1",3540000,-0.910273,NA
"NC_058193.1",3540001,NA,5.02907e-05
"NC_058193.1",3550000,NA,NA
"NC_058193.1",3560000,-0.89107,NA
"NC_058193.1",3560001,NA,1.01101e-05
"NC_058193.1",3570000,-0.743202,NA
"NC_058193.1",3570001,NA,6.03459e-06
"NC_058193.1",3580000,NA,NA
"NC_058193.1",3590000,NA,NA
"NC_058193.1",3600000,-0.896051,NA
"NC_058193.1",3600001,NA,1.38198e-05
"NC_058193.1",3610000,NA,NA
"NC_058193.1",3620000,NA,NA
"NC_058193.1",3630000,NA,NA
"NC_058193.1",3640000,NA,NA
"NC_058193.1",3650000,NA,NA
"NC_058193.1",3660000,NA,NA
"NC_058193.1",3670000,NA,NA
"NC_058193.1",3680000,NA,NA
"NC_058193.1",3690000,NA,NA
"NC_058193.1",3700000,NA,NA
"NC_058193.1",3710000,NA,NA
"NC_058193.1",3720000,NA,NA
"NC_058193.1",3730000,-0.721298,NA
"NC_058193.1",3730001,NA,1.90187e-05
"NC_058193.1",3740000,NA,NA
"NC_058193.1",3750000,NA,NA
"NC_058193.1",3760000,NA,NA
"NC_058193.1",3770000,NA,NA
"NC_058193.1",3780000,-0.897715,NA
"NC_058193.1",3780001,NA,3.04344e-05
"NC_058193.1",3790000,NA,NA
"NC_058193.1",3800000,NA,NA
"NC_058193.1",3810000,NA,NA
"NC_058193.1",3820000,NA,NA
"NC_058193.1",3830000,NA,NA
"NC_058193.1",3840000,-0.888217,NA
"NC_058193.1",3840001,NA,3.95539e-05
"NC_058193.1",3850000,NA,NA
"NC_058193.1",3860000,-0.343049,NA
"NC_058193.1",3860001,NA,1.15989e-05
"NC_058193.1",3870000,NA,NA
"NC_058193.1",3880000,NA,NA
"NC_058193.1",3890000,NA,NA
"NC_058193.1",3900000,-0.335145,NA
"NC_058193.1",3900001,NA,0.000204535
"NC_058193.1",3910000,NA,NA
"NC_058193.1",3920000,-1.01103,NA
"NC_058193.1",3920001,NA,1.23305e-05
"NC_058193.1",3930000,NA,NA
"NC_058193.1",3940000,-1.43912,NA
"NC_058193.1",3940001,NA,0.000187553
"NC_058193.1",3950000,NA,NA
"NC_058193.1",3960000,NA,NA
"NC_058193.1",3970000,NA,NA
"NC_058193.1",3980000,NA,NA
"NC_058193.1",3990000,NA,NA
"NC_058193.1",4000000,NA,NA
"NC_058193.1",4010000,NA,NA
"NC_058193.1",4020000,-0.437967,NA
"NC_058193.1",4020001,NA,3.55561e-05
"NC_058193.1",4030000,-0.21718,NA
"NC_058193.1",4030001,NA,1.33492e-05
"NC_058193.1",4040000,NA,NA
"NC_058193.1",4040001,NA,3.6965e-05
"NC_058193.1",4050000,NA,NA
"NC_058193.1",4060000,NA,NA
"NC_058193.1",4070000,-0.21718,NA
"NC_058193.1",4070001,NA,1.33492e-05
"NC_058193.1",4080000,0.0682135,NA
"NC_058193.1",4080001,NA,9.14891e-05
"NC_058193.1",4090000,NA,NA
"NC_058193.1",4100000,NA,NA
"NC_058193.1",4110000,NA,NA
"NC_058193.1",4120000,NA,NA
"NC_058193.1",4130000,NA,NA
"NC_058193.1",4140000,-0.925482,NA
"NC_058193.1",4140001,NA,3.44332e-05
"NC_058193.1",4150000,NA,NA
"NC_058193.1",4160000,0.487629,NA
"NC_058193.1",4160001,NA,5.92774e-05
"NC_058193.1",4170000,NA,NA
"NC_058193.1",4180000,NA,NA
"NC_058193.1",4190000,NA,NA
"NC_058193.1",4200000,NA,NA
"NC_058193.1",4210000,-1.30652,NA
"NC_058193.1",4210001,NA,3.1298e-05
"NC_058193.1",4220000,NA,NA
"NC_058193.1",4230000,-0.732519,NA
"NC_058193.1",4230001,NA,5.87787e-06
"NC_058193.1",4240000,NA,NA
"NC_058193.1",4250000,NA,NA
"NC_058193.1",4260000,NA,NA
"NC_058193.1",4270000,NA,NA
"NC_058193.1",4280000,NA,NA
"NC_058193.1",4290000,NA,NA
"NC_058193.1",4300000,NA,NA
"NC_058193.1",4310000,NA,NA
"NC_058193.1",4320000,NA,NA
"NC_058193.1",4330000,NA,NA
"NC_058193.1",4340000,NA,NA
"NC_058193.1",4350000,NA,NA
"NC_058193.1",4360000,NA,NA
"NC_058193.1",4370000,-1.59523,NA
"NC_058193.1",4370001,NA,4.06518e-05
"NC_058193.1",4380000,NA,NA
"NC_058193.1",4390000,-1.37194,NA
"NC_058193.1",4390001,NA,0.000148299
"NC_058193.1",4400000,NA,NA
"NC_058193.1",4410000,NA,NA
"NC_058193.1",4420000,NA,NA
"NC_058193.1",4430000,NA,NA
"NC_058193.1",4440000,NA,NA
"NC_058193.1",4450000,NA,NA
"NC_058193.1",4460000,NA,NA
"NC_058193.1",4470000,NA,NA
"NC_058193.1",4480000,NA,NA
"NC_058193.1",4490000,NA,NA
"NC_058193.1",4500000,NA,NA
"NC_058193.1",4510000,NA,NA
"NC_058193.1",4520000,NA,NA
"NC_058193.1",4530000,NA,NA
"NC_058193.1",4540000,NA,NA
"NC_058193.1",4550000,NA,NA
"NC_058193.1",4560000,NA,NA
"NC_058193.1",4570000,NA,NA
"NC_058193.1",4580000,NA,NA
"NC_058193.1",4590000,NA,NA
"NC_058193.1",4600000,NA,NA
"NC_058193.1",4610000,NA,NA
"NC_058193.1",4620000,NA,NA
"NC_058193.1",4630000,NA,NA
"NC_058193.1",4640000,NA,NA
"NC_058193.1",4650000,NA,NA
"NC_058193.1",4660000,NA,NA
"NC_058193.1",4670000,NA,NA
"NC_058193.1",4680000,NA,NA
"NC_058193.1",4690000,NA,NA
"NC_058193.1",4700000,NA,NA
"NC_058193.1",4710000,NA,NA
"NC_058193.1",4720000,NA,NA
"NC_058193.1",4730000,NA,NA
"NC_058193.1",4740000,NA,NA
"NC_058193.1",4750000,NA,NA
"NC_058193.1",4760000,NA,NA
"NC_058193.1",4770000,NA,NA
"NC_058193.1",4780000,NA,NA
"NC_058193.1",4790000,NA,NA
"NC_058193.1",4800000,NA,NA
"NC_058193.1",4810000,NA,NA
"NC_058193.1",4820000,-1.15512,NA
"NC_058193.1",4820001,NA,0.000145361
"NC_058193.1",4830000,-1.11122,NA
"NC_058193.1",4830001,NA,0.000409245
"NC_058193.1",4840000,-0.510296,NA
"NC_058193.1",4840001,NA,0.000204905
"NC_058193.1",4850000,-0.118599,NA
"NC_058193.1",4850001,NA,4.94007e-05
"NC_058193.1",4860000,-0.678173,NA
"NC_058193.1",4860001,NA,0.000195246
"NC_058193.1",4870000,0.502526,NA
"NC_058193.1",4870001,NA,8.08311e-05
"NC_058193.1",4880000,NA,NA
"NC_058193.1",4890000,-0.288925,NA
"NC_058193.1",4890001,NA,0.000277382
"NC_058193.1",4900000,-0.922938,NA
"NC_058193.1",4900001,NA,0.000400929
"NC_058193.1",4910000,-0.716505,NA
"NC_058193.1",4910001,NA,0.00027135
"NC_058193.1",4920000,0.0700708,NA
"NC_058193.1",4920001,NA,0.000447673
"NC_058193.1",4930000,0.187777,NA
"NC_058193.1",4930001,NA,0.000289622
"NC_058193.1",4940000,1.72387,NA
"NC_058193.1",4940001,NA,0.000243663
"NC_058193.1",4950000,-0.00572918,NA
"NC_058193.1",4950001,NA,0.000203057
"NC_058193.1",4960000,-0.121616,NA
"NC_058193.1",4960001,NA,0.000257095
"NC_058193.1",4970000,-0.8841,NA
"NC_058193.1",4970001,NA,4.07531e-06
"NC_058193.1",4980000,-0.255367,NA
"NC_058193.1",4980001,NA,4.33406e-05
"NC_058193.1",4990000,0.223587,NA
"NC_058193.1",4990001,NA,3.73837e-05
"NC_058193.1",5000000,NA,NA
"NC_058193.1",5010000,NA,NA
"NC_058193.1",5020000,-0.884196,NA
"NC_058193.1",5020001,NA,1.35586e-05
"NC_058193.1",5030000,NA,NA
