"CHROM","BIN_START","FST_Eur_Asia","FST_Eur_NA","FST_Asia_NA"
"NC_058191.1",235001,0.0419682,-0.00436386,0.0779384
"NC_058191.1",240001,-0.00379371,0.00470592,0.000593097
"NC_058191.1",245001,-0.0693586,-0.00921793,-0.092018
"NC_058191.1",260001,-0.0661783,-0.0158019,-0.126146
"NC_058191.1",270001,0.00676161,-0.00800457,-0.0202043
"NC_058191.1",275001,0.0125601,0.00718754,-0.00437561
"NC_058191.1",280001,-0.0271662,3.31353e-05,-0.0122995
"NC_058191.1",285001,0.119556,0.00614973,0.214968
"NC_058191.1",290001,-0.00540643,0.00481556,-0.0193216
"NC_058191.1",295001,-0.0136733,0.0150795,0.0244382
"NC_058191.1",300001,0.0639296,0.00136748,0.117293
"NC_058191.1",305001,-0.00236836,0.0241175,-0.08784
"NC_058191.1",310001,-0.0104492,-0.000935117,-0.0144591
"NC_058191.1",315001,-0.0436421,-0.0108517,-0.0575428
"NC_058191.1",320001,-0.0562933,-0.000246374,-0.0311445
"NC_058191.1",330001,0.0949148,-0.000933323,0.0872463
"NC_058191.1",335001,-0.0375727,-0.0108458,-0.0283522
"NC_058191.1",350001,0.099727,-0.00478589,0.263854
"NC_058191.1",355001,0.0232012,0.0239981,0.0584842
"NC_058191.1",360001,-0.0916301,0.00562595,-0.069028
"NC_058191.1",365001,0.071608,0.00392714,0.0107788
"NC_058191.1",375001,-0.0398713,0.0036596,-0.0312301
"NC_058191.1",380001,0.0340094,0.0119366,0.0469832
"NC_058191.1",385001,0.0693547,0.0134476,0.175543
"NC_058191.1",390001,0.137498,0.00131663,0.162983
"NC_058191.1",395001,0.0158911,0.000851581,0.0461991
"NC_058191.1",400001,-0.0701394,-0.000706125,-0.0808922
"NC_058191.1",405001,0.000988556,-0.000614603,0.0315118
"NC_058191.1",410001,0.117919,0.0318418,0.233071
"NC_058191.1",415001,-0.00704123,0.0303732,0.0869758
"NC_058191.1",420001,-0.133715,0.0227654,-0.13934
"NC_058191.1",430001,0.0135784,0.00473162,-0.000680171
"NC_058191.1",435001,0.00507117,0.0227011,-0.0100925
"NC_058191.1",440001,-0.0228531,0.00702095,-0.0688003
"NC_058191.1",445001,0.0146906,0.00292775,-0.00094862
"NC_058191.1",450001,0.0288232,0.0260572,0.00985519
"NC_058191.1",465001,0.124154,-0.0128523,0.0735306
"NC_058191.1",470001,-0.0465946,0.0229262,-0.0978999
"NC_058191.1",475001,0.0210663,-0.00950382,0.0283354
"NC_058191.1",480001,-0.101814,0.0273711,-0.118888
"NC_058191.1",485001,-0.0668396,0.0697759,-0.0533183
"NC_058191.1",500001,0.0240402,0.0166266,0.0382058
"NC_058191.1",505001,0.0530286,-0.0022526,0.0768508
"NC_058191.1",510001,0.0175267,0.0112404,0.0250343
"NC_058191.1",515001,0.0689947,-0.00537268,0.131615
"NC_058191.1",520001,-0.0160015,0.0127439,0.0199914
"NC_058191.1",525001,-0.00731004,0.00987447,-0.0094742
"NC_058191.1",530001,-0.0438216,-0.00248632,-0.0223519
"NC_058191.1",550001,-0.0524649,-0.00471143,-0.0217088
"NC_058191.1",555001,0.00760123,-0.00532682,0.00454798
"NC_058191.1",560001,0.073544,0.0342997,0.128633
"NC_058191.1",565001,-0.00142353,0.0169167,-0.0143066
"NC_058191.1",570001,-0.0060643,-0.0110386,0.00491938
"NC_058191.1",575001,-0.0495995,-0.0132611,-0.0526406
"NC_058191.1",580001,0.0432323,-0.00561897,0.0146981
"NC_058191.1",590001,0.0882067,0.00838868,0.0168791
"NC_058191.1",595001,-0.00211438,-0.000817425,-0.0327778
"NC_058191.1",600001,0.0385664,0.00478989,0.06397
"NC_058191.1",605001,0.00723775,0.00692142,0.0138874
"NC_058191.1",620001,0.0422075,0.0130697,0.0934186
"NC_058191.1",645001,0.143549,0.01623,0.363813
"NC_058191.1",650001,NA,0.0455697,-0.0596208
"NC_058191.1",660001,0.196683,0.0128397,0.0344815
"NC_058191.1",665001,-0.105831,0.0222401,0.0165881
"NC_058191.1",675001,-0.0543838,-0.00588923,-0.0035645
"NC_058191.1",700001,-0.00714224,0.00070874,-0.0353749
"NC_058191.1",710001,-0.0115715,0.0205566,-0.0815448
"NC_058191.1",715001,-0.0372536,0.00894571,-0.0238411
"NC_058191.1",725001,-0.0386602,0.0430956,0.0647434
"NC_058191.1",730001,0.107561,0.00921065,0.110079
"NC_058191.1",735001,0.0271929,0.0041311,0.0516298
"NC_058191.1",765001,-0.111786,0.00671189,-0.144752
"NC_058191.1",770001,-0.0553818,0.0141508,-0.00463638
"NC_058191.1",775001,-0.048672,0.0230234,-0.0740408
"NC_058191.1",780001,0.268092,0.0257288,0.33723
"NC_058191.1",785001,0.183119,-0.00997674,0.221106
"NC_058191.1",790001,0.0598717,0.0219239,-0.0510729
"NC_058191.1",800001,0.0583572,0.00406233,-0.0135733
"NC_058191.1",810001,-0.0608832,0.00261491,-0.0965076
"NC_058191.1",830001,0.384681,-0.00816833,0.542366
"NC_058191.1",835001,-0.0567397,-0.00992964,-0.0682841
"NC_058191.1",840001,-0.00298983,0.0147268,-0.0271264
"NC_058191.1",850001,0.0568023,0.00923485,-0.0661267
"NC_058191.1",860001,NA,0.0687981,-0.0459382
"NC_058191.1",880001,0.306707,-0.00280949,0.399053
"NC_058191.1",885001,-0.00792584,0.000871183,0.0195323
"NC_058191.1",890001,0.0971928,-0.000757886,0.188417
"NC_058191.1",895001,-0.0390891,-0.00829284,-0.00545175
"NC_058191.1",905001,0.0418001,0.00880653,0.0391223
"NC_058191.1",910001,0.0246658,0.00936063,0.0369109
"NC_058191.1",915001,0.0155866,0.00174982,0.00968091
"NC_058191.1",930001,-0.0938102,-0.0071714,-0.0809789
"NC_058191.1",950001,-0.0321522,-0.0124853,-0.0360342
"NC_058191.1",955001,0.0726898,-0.00738141,0.132697
"NC_058191.1",1010001,-0.120725,-0.00116773,-0.108479
"NC_058191.1",1015001,-0.0321522,-0.00975714,0.0112673
"NC_058191.1",1020001,-0.0490098,-0.0127883,-0.0445993
"NC_058191.1",1025001,-0.0480686,-0.012492,-0.0480809
"NC_058191.1",1030001,NA,0.0469818,-0.0355406
"NC_058191.1",1035001,-0.0438043,0.0109331,-0.0729865
"NC_058191.1",1040001,0.0505445,-0.0032003,0.00382592
"NC_058191.1",1045001,0.0229124,0.00988998,-0.0380128
"NC_058191.1",1055001,0.0423392,0.0180525,-0.0495776
"NC_058191.1",1065001,-0.04308,-0.0124619,-0.0568836
"NC_058191.1",1080001,-0.0274266,-0.0061187,0.00143116
"NC_058191.1",1105001,-0.102681,-0.00648872,-0.0507262
"NC_058191.1",1110001,-0.068464,-0.00933809,-0.0752545
"NC_058191.1",1130001,0.0456657,-0.00940676,0.0921944
"NC_058191.1",1145001,-0.0308908,0.0118706,-0.0520124
"NC_058191.1",1155001,0.0023323,-0.00930586,-0.0651365
"NC_058191.1",1160001,-0.0534102,0.0445626,-0.0103347
"NC_058191.1",1200001,0.108054,-0.00249022,0.0606469
"NC_058191.1",1210001,0.0473839,0.0608822,-0.0277798
"NC_058191.1",1215001,-0.0224929,-0.00420669,-0.0864182
"NC_058191.1",1225001,0.256771,0.0157806,0.143368
"NC_058191.1",1230001,-0.0170855,0.00284842,-0.000520591
"NC_058191.1",1250001,-0.048497,-0.00299257,-0.0383939
"NC_058191.1",1290001,-0.0630919,0.0429936,-0.0606311
"NC_058191.1",1315001,-0.0665375,0.00852804,-0.0921382
"NC_058191.1",1325001,-0.0401526,0.00345129,-0.0176744
"NC_058191.1",1330001,-0.113475,0.0102936,-0.061319
"NC_058191.1",1335001,0.0813001,0.00713151,0.107478
"NC_058191.1",1355001,-0.037817,-0.00358093,-0.022704
"NC_058191.1",1365001,-0.054504,0.0507963,0.175386
"NC_058191.1",1400001,-0.052278,0.0684006,-0.060283
"NC_058191.1",1410001,-0.112486,0.00429151,-0.0768732
"NC_058191.1",1415001,-0.00455914,-0.00216768,-0.011305
"NC_058191.1",1420001,-0.0434283,0.0328548,0.0719622
"NC_058191.1",1425001,0.00728925,0.0446088,0.0505275
"NC_058191.1",1430001,0.177708,0.0282413,0.0357132
"NC_058191.1",1435001,-0.0140898,0.0028355,-0.00279575
"NC_058191.1",1450001,-0.0989021,-0.0112301,-0.0644555
"NC_058191.1",1465001,-0.0363252,0.000911855,-0.0394317
"NC_058191.1",1480001,0.0734006,0.00419154,0.0314804
"NC_058191.1",1485001,0.00417881,5.80477e-05,-0.0358161
"NC_058191.1",1490001,0.000183688,-0.00481861,0.0160692
"NC_058191.1",1495001,-0.00354511,0.0239016,0.0567542
"NC_058191.1",1505001,0.0780117,-0.00796618,0.171988
"NC_058191.1",1510001,-0.0805861,0.0258415,NA
"NC_058191.1",1515001,-0.104249,0.00565498,-0.0697306
"NC_058191.1",1520001,-0.0824438,-0.00719982,-0.069028
"NC_058191.1",1525001,0.169957,-0.00618254,0.25825
"NC_058191.1",1530001,0.32509,-0.0053707,0.129708
"NC_058191.1",1550001,0.0109215,-0.00823908,0.0333284
"NC_058191.1",1560001,0.145167,0.0036585,0.213243
"NC_058191.1",1565001,-0.0488025,-0.00176956,-0.0649874
"NC_058191.1",1570001,0.07897,0.0181232,0.0661422
"NC_058191.1",1575001,0.0291252,0.0233501,0.0534507
"NC_058191.1",1580001,0.141377,0.0174773,0.161327
"NC_058191.1",1585001,0.240976,0.000925133,0.221222
"NC_058191.1",1600001,0.187129,-0.000232821,0.138182
"NC_058191.1",1605001,0.0444854,-0.00897188,-0.00424107
"NC_058191.1",1610001,0.0885092,-0.00323764,0.0819152
"NC_058191.1",1615001,0.37114,-0.00585981,0.480554
"NC_058191.1",1620001,-0.0621754,0.0126983,-0.0489611
"NC_058191.1",1635001,0.185936,-0.0129463,0.137172
"NC_058191.1",1655001,-0.0684505,0.0222378,-0.00818053
"NC_058191.1",1660001,-0.0238421,0.0100381,-0.069028
"NC_058191.1",1670001,-0.0820851,0.0114337,-0.0608479
"NC_058191.1",1675001,0.0300015,-0.00697912,0.0705357
"NC_058191.1",1680001,0.227643,0.0167871,0.320226
"NC_058191.1",1685001,-0.038399,0.000354358,-0.0556863
"NC_058191.1",1700001,-0.057185,0.0176339,-0.0703588
"NC_058191.1",1705001,0.082615,0.0147764,0.0790087
"NC_058191.1",1710001,0.00228845,-0.000444089,-0.0392594
"NC_058191.1",1715001,0.205573,0.00971409,0.139567
"NC_058191.1",1720001,-0.0603527,-0.00614439,-0.0473708
"NC_058191.1",1730001,-0.0693265,-0.0118395,-0.0940868
"NC_058191.1",1745001,-0.047933,-0.00750124,-0.0272576
"NC_058191.1",1750001,0.0327718,0.00558414,0.0256812
"NC_058191.1",1760001,0.0100044,0.036141,0.190885
"NC_058191.1",1775001,0.126849,-0.011828,0.125663
"NC_058191.1",1790001,-0.0084837,-0.00264692,0.0684998
"NC_058191.1",1805001,-0.0677419,-0.00522656,-0.0476695
"NC_058191.1",1810001,-0.0115672,0.0257579,-0.0382639
"NC_058191.1",1855001,0.11676,-0.0017998,0.237753
"NC_058191.1",1875001,-0.0582304,-0.0130005,-0.0553088
"NC_058191.1",1895001,-0.0516816,0.0346072,0.0121624
"NC_058191.1",1900001,-0.0464442,-0.00474137,-0.0864662
"NC_058191.1",1910001,0.257268,-0.00630416,0.382074
"NC_058191.1",1915001,-0.0781729,0.00190896,-0.0735576
"NC_058191.1",1925001,0.264636,0.121535,0.849626
"NC_058191.1",1935001,NA,0.0488405,-0.0355406
"NC_058191.1",1985001,-0.034346,-0.00288009,-0.0634383
"NC_058191.1",2075001,-0.0456358,0.0443602,-0.091645
"NC_058191.1",2095001,NA,0.0838606,-0.0342123
"NC_058191.1",2110001,-0.0589947,0.0281968,-0.0916468
"NC_058191.1",2130001,-0.00772472,0.0311436,-0.02981
"NC_058191.1",2155001,0.0323084,-0.000515242,0.00598853
"NC_058191.1",2160001,-0.0364424,0.0174806,-0.0412513
"NC_058191.1",2165001,0.0515202,3.60224e-06,0.0371446
"NC_058191.1",2170001,0.0269532,0.00754372,-0.0309173
"NC_058191.1",2175001,-0.011957,0.0080161,0.0418593
"NC_058191.1",2180001,-0.0236098,-0.000778089,-0.0341351
"NC_058191.1",2185001,-0.0233912,-0.00644113,-0.0406193
"NC_058191.1",2190001,0.0814179,-0.00506325,0.144018
"NC_058191.1",2195001,-0.0188063,0.00512077,0.000957825
"NC_058191.1",2200001,-0.0640925,0.0367161,-0.044643
"NC_058191.1",2205001,-0.0420187,0.038166,-0.0349786
"NC_058191.1",2210001,0.0312098,0.000287351,0.0461763
"NC_058191.1",2215001,0.0209267,0.00841749,0.0214393
"NC_058191.1",2220001,-0.0177605,0.00496978,0.1455
"NC_058191.1",2235001,0.0771964,0.0517294,-0.0780172
"NC_058191.1",2240001,0.0949259,0.00525303,0.0749051
"NC_058191.1",2245001,0.341799,0.0179755,0.333104
"NC_058191.1",2255001,0.100352,0.00158821,0.0743331
"NC_058191.1",2265001,0.0592682,0.019151,0.0541772
"NC_058191.1",2270001,-0.000975909,0.0074102,0.00525835
"NC_058191.1",2280001,0.134183,0.00897042,0.236986
"NC_058191.1",2285001,-0.034069,0.00532043,0.103515
"NC_058191.1",2300001,0.0302968,-0.00216602,-0.0153352
"NC_058191.1",2305001,-0.0201379,-0.00441493,-0.0263368
"NC_058191.1",2310001,-0.0378221,0.00713875,-0.0310264
"NC_058191.1",2315001,-0.0488442,0.00570479,-0.0702438
"NC_058191.1",2325001,-0.0638435,-0.0120232,-0.0575428
"NC_058191.1",2330001,-0.0543847,0.00513703,-0.0401887
"NC_058191.1",2360001,0.0507797,-0.0177155,0.144505
"NC_058191.1",2375001,-0.0387527,-0.00103464,-0.0194479
"NC_058191.1",2400001,0.0387365,-0.0112645,0.0451445
"NC_058191.1",2410001,0.0899488,-0.00265898,0.0955339
"NC_058191.1",2415001,-0.0436421,0.0774113,0.0561711
"NC_058191.1",2420001,0.10649,-0.00271309,0.105044
"NC_058191.1",2430001,0.155356,0.0215819,0.110342
"NC_058191.1",2445001,0.0789834,0.00190982,0.0596945
"NC_058191.1",2460001,-0.0876636,0.0300843,-0.150392
"NC_058191.1",2485001,-0.0384524,0.0101784,0.0266672
"NC_058191.1",2490001,0.0865195,0.00424736,0.0650091
"NC_058191.1",2495001,-0.0916325,0.004722,-0.0693771
"NC_058191.1",2505001,-0.00581842,0.0179972,0.105055
"NC_058191.1",2530001,0.288353,0.0872623,0.42831
"NC_058191.1",2540001,-0.0731836,0.025317,-0.0200054
"NC_058191.1",2555001,0.0316764,0.0144582,0.110194
"NC_058191.1",2560001,-0.0807653,0.0372022,-0.0800137
"NC_058191.1",2570001,0.0264009,0.0129655,-0.0245709
"NC_058191.1",2595001,-0.123824,-0.00524055,-0.144838
"NC_058191.1",2600001,-0.00401131,0.0267275,-0.0564787
"NC_058191.1",2615001,0.037468,-0.00784487,0.137172
"NC_058191.1",2620001,0.138954,0.0650394,0.0662591
"NC_058191.1",2625001,-0.0916251,0.0845856,-0.0351776
"NC_058191.1",2635001,-0.0661526,-0.0128057,-0.0668384
"NC_058191.1",2650001,0.205903,-0.00189571,0.204758
"NC_058191.1",2655001,0.483775,-0.0116365,0.522641
"NC_058191.1",2660001,-0.0362662,-0.00728466,-0.0315172
"NC_058191.1",2665001,-0.0374072,-0.0084566,-0.0647928
"NC_058191.1",2670001,-0.0600037,0.0276784,-0.0697357
"NC_058191.1",2675001,0.104554,0.0116987,0.0848619
"NC_058191.1",2680001,0.0721188,-0.00244543,0.118672
"NC_058191.1",2690001,0.620897,-0.0125021,0.650426
"NC_058191.1",2715001,-0.0426071,0.00632096,-0.00110841
"NC_058191.1",2720001,-0.0047952,0.0192205,0.0268932
"NC_058191.1",2735001,-0.0364265,-0.00207111,-0.0103924
"NC_058191.1",2740001,-0.054504,-0.00523615,0.00345594
"NC_058191.1",2745001,0.0394116,-0.0104588,0.0514799
"NC_058191.1",2750001,0.032977,0.0170317,0.0170348
"NC_058191.1",2755001,0.052932,0.00975997,0.0491303
"NC_058191.1",2760001,0.182758,0.0172264,0.166405
"NC_058191.1",2765001,-0.304839,0.0867685,-0.0319558
"NC_058191.1",2795001,0.165538,0.0249931,0.319302
"NC_058191.1",2800001,-0.06886,0.0196996,-0.0697357
"NC_058191.1",2855001,-0.0833723,0.0129862,-0.0956238
"NC_058191.1",2860001,-0.0387373,-0.00787736,-0.0492284
"NC_058191.1",2870001,0.00930256,0.0121012,0.0820596
"NC_058191.1",2895001,-0.0761981,-0.0106583,-0.0920448
"NC_058191.1",2905001,0.106215,0.000727381,0.113249
"NC_058191.1",2910001,0.191868,-0.000899907,0.154429
"NC_058191.1",2925001,-0.142082,-0.012796,-0.141562
"NC_058191.1",2930001,-0.026706,0.0368218,0.003395
"NC_058191.1",2955001,-0.0668783,0.00888653,-0.0651444
"NC_058191.1",2960001,0.255198,-0.000154333,0.272161
"NC_058191.1",2990001,-0.0120338,0.0285481,-0.100761
"NC_058191.1",2995001,0.0101091,0.0194072,-0.0395295
"NC_058191.1",3000001,0.0786693,-0.0102213,0.00745447
"NC_058191.1",3025001,0.209636,0.00407753,0.126889
"NC_058191.1",3035001,0.0777257,0.0165129,0.0870464
"NC_058191.1",3040001,0.103231,0.013326,-0.0109171
"NC_058191.1",3045001,0.433832,0.0165834,0.328741
"NC_058191.1",3050001,0.0295891,0.00275635,0.0348917
"NC_058191.1",3055001,0.181478,0.0171278,0.151905
"NC_058191.1",3060001,0.318092,-0.00918626,0.34246
"NC_058191.1",3080001,-0.034765,-0.00770999,-0.0252202
"NC_058191.1",3095001,-0.0291847,-0.00601076,-0.0258986
"NC_058191.1",3105001,0.136522,0.0125201,0.100028
"NC_058191.1",3115001,0.145419,0.00506564,0.12347
"NC_058191.1",3125001,0.0116541,0.000761898,-0.0463705
"NC_058191.1",3135001,0.0771214,0.0100727,0.115847
"NC_058191.1",3140001,0.228578,0.0264847,0.221164
"NC_058191.1",3145001,0.111735,0.00591152,0.0158227
"NC_058191.1",3150001,0.0286654,0.00218876,0.0108429
"NC_058191.1",3170001,-0.00945049,0.0957815,0.301123
"NC_058191.1",3175001,0.0421137,0.0135905,0.075154
"NC_058191.1",3215001,-0.0501589,-0.00465556,-0.0247412
"NC_058191.1",3370001,0.230254,-0.00233742,0.170751
"NC_058191.1",3380001,0.118688,-0.0107915,0.0969869
"NC_058191.1",3385001,-0.0334314,-0.00559674,-0.0448594
"NC_058191.1",3395001,0.0573768,-0.0023166,0.0497871
"NC_058191.1",3400001,-0.11295,-0.0123194,-0.0839868
"NC_058191.1",3405001,-0.016468,0.0170369,0.0256713
"NC_058191.1",3415001,0.016434,0.0166948,-0.000889276
"NC_058191.1",3420001,0.0329257,0.00822657,0.0975063
"NC_058191.1",3425001,-0.000415502,0.10167,0.354976
"NC_058191.1",3435001,-0.0916197,0.0342314,-0.0473815
"NC_058191.1",3440001,-0.019852,0.0416277,-0.000283586
"NC_058191.1",3445001,-0.0321522,-0.00818754,-0.0506433
"NC_058191.1",3450001,-0.0630919,-0.0161006,-0.114204
"NC_058191.1",3460001,0.00821658,-0.0112927,-0.0568998
"NC_058191.1",3465001,0.0732315,0.00988025,0.145014
"NC_058191.1",3470001,-0.0731836,-0.0124911,-0.069028
"NC_058191.1",3475001,-0.114067,0.0756197,-0.102134
"NC_058191.1",3480001,0.01975,0.00670084,-0.0410476
"NC_058191.1",3485001,-0.0731836,-0.0129469,-0.0800211
"NC_058191.1",3490001,0.417362,0.0207804,0.16456
"NC_058191.1",3520001,-0.0325448,0.00225661,-0.0378892
"NC_058191.1",3525001,-0.0916301,0.0343282,-0.0459382
"NC_058191.1",3530001,0.0887145,0.0444212,-0.0501486
"NC_058191.1",3575001,0.048154,0.0065115,0.154139
"NC_058191.1",3605001,0.017211,0.0588589,-0.0606976
"NC_058191.1",3630001,-0.0582304,-0.0130005,-0.0553088
"NC_058191.1",3635001,0.0604703,0.0110517,0.0069388
"NC_058191.1",3650001,-0.0630919,0.0337968,NA
"NC_058191.1",3665001,-0.0994971,0.00657079,-0.0916449
"NC_058191.1",3670001,-0.0166524,0.035381,0.0419246
"NC_058191.1",3680001,0.0167162,0.0529195,-0.0169955
"NC_058191.1",3715001,-0.0916347,0.0718158,-0.0404156
"NC_058191.1",3795001,-0.0114017,0.00543758,-0.0433783
"NC_058191.1",3800001,-0.00680834,0.00478943,-0.0117174
"NC_058191.1",3805001,0.0830906,0.00525515,0.145806
"NC_058191.1",3810001,-0.0189504,-0.00450304,-0.0451292
"NC_058191.1",3830001,0.0222123,-0.00789367,-0.025834
"NC_058191.1",3835001,0.0790656,0.013887,-0.00995603
"NC_058191.1",3845001,0.103423,0.00943498,0.151528
"NC_058191.1",3890001,0.0549883,0.00124741,0.00678856
"NC_058191.1",3895001,0.126208,0.00331586,0.12879
"NC_058191.1",3900001,0.0565559,0.0131646,-0.0544384
"NC_058191.1",3930001,-0.0535183,0.00141138,-0.0618123
"NC_058191.1",4000001,-0.106595,-0.00201509,-0.0665781
"NC_058191.1",4005001,-0.061439,-0.010268,-0.0736263
"NC_058191.1",4015001,-0.00154328,-0.000221553,0.00696063
"NC_058191.1",4020001,-0.0338204,0.00810812,-0.0356573
"NC_058191.1",4025001,0.125119,-0.00234267,0.123099
"NC_058191.1",4035001,-0.0559803,0.0090424,-0.0862692
"NC_058191.1",4040001,0.021362,0.0068732,-0.0252073
"NC_058191.1",4045001,-0.0412713,-0.00795895,-0.0616303
"NC_058191.1",4055001,-0.0726884,-0.00355878,-0.0916476
"NC_058191.1",4060001,-0.126114,-0.00406911,-0.152395
"NC_058191.1",4065001,0.0129057,0.0208806,-0.00612951
"NC_058191.1",4070001,-0.00240534,0.00284598,0.00867393
"NC_058191.1",4075001,-0.0916197,0.00970856,-0.0674627
"NC_058191.1",4080001,-0.0781343,-0.00245478,-0.0880047
"NC_058191.1",4090001,-0.0487019,0.0151027,-0.0225879
"NC_058191.1",4095001,-0.0394198,0.018245,-0.0285896
"NC_058191.1",4100001,-0.0176686,0.00683144,-0.0435952
"NC_058191.1",4110001,-0.0159481,0.000104659,-0.0412356
"NC_058191.1",4115001,-0.0533016,0.0418931,-0.0599843
"NC_058191.1",4130001,-0.00782152,0.0090325,0.00560824
"NC_058191.1",4135001,-0.0819981,-0.00796276,-0.0620648
"NC_058191.1",4140001,-0.0719062,-0.00866725,-0.116856
"NC_058191.1",4145001,0.00493583,-0.00408055,0.0206141
"NC_058191.1",4150001,-0.0254335,0.0641128,-0.0537504
"NC_058191.1",4155001,-0.199029,0.0208552,-0.0650919
"NC_058191.1",4165001,0.00149315,0.0187671,0.0575517
"NC_058191.1",4170001,0.0752499,0.0128716,0.0488013
"NC_058191.1",4175001,0.00591442,0.0448775,-0.0196753
"NC_058191.1",4180001,-0.0215909,0.0106367,-0.0120925
"NC_058191.1",4185001,-0.0110069,0.0386644,0.0348907
"NC_058191.1",4190001,-0.0289325,0.0281429,-0.0307622
"NC_058191.1",4195001,-0.0118329,0.0306411,0.00904888
"NC_058191.1",4200001,-0.0784562,0.0252196,-0.0191842
"NC_058191.1",4210001,-0.0265033,0.04308,0.0619349
"NC_058191.1",4215001,-0.0066892,0.027277,0.0347894
"NC_058191.1",4220001,-0.0523093,0.0162853,0.00182696
"NC_058191.1",4225001,0.00168301,0.0425601,0.0582613
"NC_058191.1",4230001,-0.00975351,-0.00267953,0.0534628
"NC_058191.1",4240001,0.00920662,0.0494758,-0.0176878
"NC_058191.1",4245001,0.0125678,0.0331612,0.0282041
"NC_058191.1",4250001,0.119985,0.0220799,0.137532
"NC_058191.1",4255001,0.182977,0.0121826,0.118131
"NC_058191.1",4260001,-0.0598146,0.00280941,-0.0855916
"NC_058191.1",4265001,0.0140615,0.0312588,0.0285532
"NC_058191.1",4270001,0.060847,0.0152758,0.119592
"NC_058191.1",4290001,-0.0632501,0.0217337,-0.0551729
"NC_058191.1",4310001,0.041868,0.00836534,0.101413
"NC_058191.1",4315001,-0.0227185,0.0186812,-0.0522013
"NC_058191.1",4330001,-0.00498422,0.0218002,0.0767746
"NC_058191.1",4335001,0.0997707,0.00486609,0.0137366
"NC_058191.1",4340001,-0.0354924,0.0100348,0.00381377
"NC_058191.1",4360001,0.492375,-0.00740224,0.339922
"NC_058191.1",4375001,0.0648406,0.0138168,0.143031
"NC_058191.1",4380001,0.0874001,0.0230068,0.200839
"NC_058191.1",4385001,0.124667,0.0131501,0.142638
"NC_058191.1",4390001,0.0738779,0.00495796,0.0590019
"NC_058191.1",4395001,0.010046,0.0161675,0.0442438
"NC_058191.1",4400001,0.34723,0.0119862,0.28796
"NC_058191.1",4405001,0.34198,0.0209374,0.403654
"NC_058191.1",4430001,-0.0283598,0.00192319,-0.0204903
"NC_058191.1",4435001,-0.0472952,0.0613099,-0.0819841
"NC_058191.1",4445001,-0.0537255,0.0461679,0.28813
"NC_058191.1",4460001,0.205542,0.00653534,0.00863832
"NC_058191.1",4465001,0.271118,0.0493421,0.0568638
"NC_058191.1",4480001,0.00587732,0.0221753,0.0428719
"NC_058191.1",4485001,0.135668,0.00647027,0.168215
"NC_058191.1",4490001,0.17039,0.000798647,0.193478
"NC_058191.1",4495001,0.030276,0.000777948,0.0376465
"NC_058191.1",4500001,0.026916,-0.0050374,0.0644882
"NC_058191.1",4505001,0.0899178,0.000558577,0.0662125
