"CHROM","BIN_START","FST_Eur_Asia","FST_Eur_NA","FST_Asia_NA"
"NC_058196.1",1350001,-0.0200974,-0.0123304,0.00175413
"NC_058196.1",1365001,0.114857,0.00325973,-0.00613651
"NC_058196.1",1370001,0.00327959,0.00469836,0.0267982
"NC_058196.1",1375001,-0.0822008,-0.0131329,-0.0807458
"NC_058196.1",1380001,-0.133455,-0.0131193,-0.132887
"NC_058196.1",1385001,0.0170039,0.000110767,0.0356375
"NC_058196.1",1390001,0.0910454,0.00948453,0.0572627
"NC_058196.1",1395001,0.0718678,0.00137942,0.063642
"NC_058196.1",1400001,0.0182412,0.0122793,-0.029233
"NC_058196.1",1405001,0.426748,0.00866806,0.437018
"NC_058196.1",1425001,-0.133455,-0.0132552,-0.132576
"NC_058196.1",1435001,0.881921,0.0366308,0.712311
"NC_058196.1",1490001,-0.0391731,-0.00336474,-0.0141489
"NC_058196.1",1495001,-0.0605354,0.0166944,-0.0641493
"NC_058196.1",1510001,-0.0422926,-0.0121719,-0.0360342
"NC_058196.1",1520001,-0.0822008,0.0259542,-0.0342123
"NC_058196.1",2025001,-0.0668677,0.00562595,-0.0453571
"NC_058196.1",2030001,0.0999816,0.00319653,0.0486505
"NC_058196.1",2035001,0.379048,0.00169308,0.39565
"NC_058196.1",2070001,0.784645,-0.0090269,0.695458
"NC_058196.1",2275001,-0.0544224,-0.00630282,-0.0322667
"NC_058196.1",2315001,-0.224654,-0.00597613,-0.205481
"NC_058196.1",2365001,-0.0575593,0.00460347,-0.0956986
"NC_058196.1",2375001,-0.0620057,-0.012867,-0.0682933
"NC_058196.1",2415001,-0.0890898,0.0112764,-0.132961
"NC_058196.1",2420001,-0.0816709,-0.00973588,-0.0703995
"NC_058196.1",2425001,-0.0370952,-0.00723955,-0.0548958
"NC_058196.1",2455001,-0.17614,-0.00618004,-0.13653
"NC_058196.1",2565001,0.234142,-0.00924758,0.265318
"NC_058196.1",2610001,0.6066,-0.00537174,0.476063
"NC_058196.1",2615001,-0.0781945,0.0212908,-0.207341
"NC_058196.1",2620001,0.34962,0.00370735,0.143579
"NC_058196.1",2625001,-0.0814561,0.00594911,-0.0900712
"NC_058196.1",2630001,-0.0917166,0.0207025,-0.0305289
"NC_058196.1",2635001,-0.237097,0.00302972,-0.164875
"NC_058196.1",2690001,-0.25196,-0.00257738,-0.300655
"NC_058196.1",2715001,-0.00517229,-0.00407013,-0.0319027
"NC_058196.1",2750001,-0.00628587,0.00738694,-0.0538873
"NC_058196.1",2820001,0.055103,0.027712,0.0108469
"NC_058196.1",2930001,-0.321466,0.00835461,-0.263889
"NC_058196.1",2985001,-0.0898439,0.0354297,-0.0286108
"NC_058196.1",3365001,-0.110009,0.0123071,-0.0859374
"NC_058196.1",3410001,0.653582,-0.000842867,0.781717
"NC_058196.1",3425001,0.575986,0.0284355,0.413978
"NC_058196.1",3430001,0.099727,-0.0125294,0.137172
"NC_058196.1",3440001,0.0307018,-0.0070319,0.059071
"NC_058196.1",3445001,0.369826,0.00672885,0.309369
"NC_058196.1",3465001,-0.116712,-0.00545712,-0.120307
"NC_058196.1",3470001,-0.0726845,0.00302958,-0.0807458
"NC_058196.1",3540001,0.0222897,0.00949672,0.0274473
"NC_058196.1",3545001,-0.0993898,-0.00824386,-0.113732
"NC_058196.1",3550001,-0.125528,-0.00463188,-0.130138
"NC_058196.1",3555001,-0.14453,0.00531436,-0.119639
"NC_058196.1",3590001,0.0543565,0.0228669,0.000342537
"NC_058196.1",4390001,-0.0237181,0.00380812,-0.0615023
"NC_058196.1",4435001,-0.0770653,-0.00486541,-0.0741529
"NC_058196.1",4455001,0.644061,-0.013451,0.610849
"NC_058196.1",4680001,-0.244706,0.0599931,-0.0632814
"NC_058196.1",4730001,-0.0253777,-0.0106494,-0.0105254
"NC_058196.1",4770001,0.195148,0.00165235,0.266991
"NC_058196.1",4775001,0.503425,0.023666,0.178956
"NC_058196.1",4810001,0.0840759,-0.0115728,0.143207
"NC_058196.1",4830001,0.0319771,0.014089,-0.0310182
"NC_058196.1",4920001,-0.0358097,0.0250797,0.0124001
"NC_058196.1",4930001,0.117994,0.00274827,0.105206
"NC_058196.1",4945001,0.774562,0.0590587,0.0366074
"NC_058196.1",4965001,0.139456,-0.00488029,0.137106
"NC_058196.1",4970001,-0.0779542,-0.0106174,-0.0765164
"NC_058196.1",4980001,-0.144635,0.0129119,-0.109043
"NC_058196.1",5140001,-0.14453,0.00531436,-0.119639
"NC_058196.1",5145001,0.105643,0.00867413,0.317293
"NC_058196.1",5350001,-0.129722,-0.0127242,-0.132576
"NC_058196.1",5390001,NA,0.0464548,-0.281258
"NC_058196.1",5395001,0.311401,0.00898343,0.261046
"NC_058196.1",5415001,0.460552,0.0095483,0.373924
"NC_058196.1",5420001,0.681074,-0.0021995,0.817708
"NC_058196.1",5425001,0.635296,0.00129903,0.640502
"NC_058196.1",5430001,0.813326,-0.00400071,0.915258
"NC_058196.1",5435001,0.797005,0.0028144,0.904479
"NC_058196.1",5440001,0.651774,0.0105309,0.708728
"NC_058196.1",5445001,0.145497,0.016118,0.232138
"NC_058196.1",5450001,0.438076,0.00584074,0.457228
"NC_058196.1",5455001,0.0161205,0.022034,0.141561
"NC_058196.1",5460001,0.431132,0.046004,0.546184
"NC_058196.1",5465001,0.135472,0.0414765,0.053433
"NC_058196.1",5470001,0.402396,0.0510084,0.502937
"NC_058196.1",5475001,0.677283,-0.00841822,0.782904
"NC_058196.1",5480001,0.834118,-0.00478518,0.918805
"NC_058196.1",5485001,0.693397,-0.00491918,0.808973
"NC_058196.1",5490001,0.587248,0.00327856,0.613871
"NC_058196.1",5495001,0.930975,NA,0.919906
"NC_058196.1",5500001,0.58963,0.000788046,0.495012
"NC_058196.1",5505001,0.787759,-0.00951393,0.869629
"NC_058196.1",5510001,0.582037,0.0433568,0.352899
"NC_058196.1",5515001,0.575942,0.0277253,0.669521
"NC_058196.1",5525001,0.716401,-0.00317438,0.803523
"NC_058196.1",5535001,0.803282,-0.00332843,0.845748
"NC_058196.1",5540001,0.663664,0.00869532,0.648918
"NC_058196.1",5545001,0.63594,0.00284149,0.597798
"NC_058196.1",5550001,0.0276063,0.0175105,-0.0519879
"NC_058196.1",5555001,0.0113064,-0.00413286,0.046859
"NC_058196.1",5560001,0.510287,0.0169317,0.558951
"NC_058196.1",5570001,0.736622,-0.0033998,0.894578
"NC_058196.1",5575001,0.134255,0.00763356,0.0924097
"NC_058196.1",5580001,0.468052,0.0186852,0.437349
"NC_058196.1",5585001,0.243602,0.0211193,0.229164
"NC_058196.1",5595001,0.759563,0.00281396,0.908438
"NC_058196.1",5605001,0.431117,-0.0111671,0.459106
"NC_058196.1",5610001,0.821298,-0.00383357,0.901523
"NC_058196.1",5615001,0.36977,-0.00727466,0.403194
"NC_058196.1",5620001,0.126319,-0.0091021,0.147103
"NC_058196.1",5630001,0.83596,-0.00393529,0.921991
"NC_058196.1",5635001,0.255859,0.000999556,0.208628
"NC_058196.1",5640001,0.172956,0.0260792,0.275027
"NC_058196.1",5650001,-0.00453133,0.00263233,-0.0304872
"NC_058196.1",5655001,-0.107845,0.00503114,0.00336758
"NC_058196.1",5665001,-0.146077,-0.000505661,-0.079072
"NC_058196.1",5670001,-0.0165591,-0.00400897,0.0253658
"NC_058196.1",5680001,0.190774,-0.00103483,0.242209
"NC_058196.1",5695001,0.139379,0.00261483,0.119589
"NC_058196.1",5700001,0.747723,-0.00515039,0.89172
"NC_058196.1",5705001,0.674849,0.000283581,0.752281
"NC_058196.1",5710001,NA,0.0479158,-0.0586148
"NC_058196.1",5715001,0.407141,0.0212068,0.496868
"NC_058196.1",5720001,0.348047,0.024226,0.319625
"NC_058196.1",5725001,0.243472,0.0240701,0.169274
"NC_058196.1",5730001,0.692821,0.00848855,0.757548
"NC_058196.1",5735001,0.760899,0.0109181,0.835843
"NC_058196.1",5755001,0.83596,-0.00466658,0.919906
"NC_058196.1",5760001,0.582422,0.00493649,0.717403
"NC_058196.1",5765001,0.0425471,0.0105422,0.0705023
"NC_058196.1",5770001,0.0751918,0.0203479,-0.0108234
"NC_058196.1",5775001,0.00790165,0.0645637,0.207805
"NC_058196.1",5790001,-0.0181256,0.00647217,0.00194143
"NC_058196.1",5795001,0.279892,0.0382937,0.382042
"NC_058196.1",5800001,0.236443,0.0467337,0.335595
"NC_058196.1",5805001,0.327125,0.0327838,0.379119
"NC_058196.1",5815001,0.152611,0.0446193,0.0253583
"NC_058196.1",5820001,0.320305,0.0244252,0.421808
"NC_058196.1",5825001,0.526325,0.0233359,0.66172
"NC_058196.1",5830001,0.36445,0.0197496,0.441279
"NC_058196.1",5835001,NA,0.0894566,-0.0322667
"NC_058196.1",5840001,0.145107,0.0147064,0.302979
"NC_058196.1",5850001,0.246651,0.00633,0.343617
"NC_058196.1",5860001,0.00720059,-0.00134031,-0.0103891
"NC_058196.1",5875001,-0.00278154,-0.00131683,0.0112547
"NC_058196.1",5880001,0.637884,-0.0136571,0.610849
"NC_058196.1",5890001,0.267793,0.0170583,0.214324
"NC_058196.1",5895001,0.128399,0.0313821,0.0476426
"NC_058196.1",5910001,-0.0600324,-0.00783918,-0.0682714
"NC_058196.1",5915001,0.302055,0.0484117,0.328924
"NC_058196.1",5925001,-0.0499676,-0.00613896,-0.0333462
"NC_058196.1",5930001,-0.0274277,0.0448833,-0.0824395
"NC_058196.1",5935001,0.261943,0.00741306,0.321331
"NC_058196.1",5940001,0.306007,0.00514387,0.320887
"NC_058196.1",5960001,0.096485,0.0111916,0.0528904
"NC_058196.1",5965001,0.623873,-0.00132942,0.730001
"NC_058196.1",5970001,0.658087,0.0017111,0.73956
"NC_058196.1",5975001,0.113928,0.0100395,0.117092
"NC_058196.1",5980001,0.727312,-0.0102977,0.782916
"NC_058196.1",5985001,-0.0399541,-0.0124063,-0.0344801
"NC_058196.1",5990001,-0.0721649,-0.00226273,-0.0916468
"NC_058196.1",5995001,0.610022,0.00124584,0.762042
"NC_058196.1",6005001,-0.12332,-0.0125294,-0.131895
"NC_058196.1",6030001,-0.0490098,-0.00848474,-0.0596759
"NC_058196.1",6035001,-0.0531453,0.00245211,-0.0608697
"NC_058196.1",6040001,0.643735,0.00354056,0.789972
"NC_058196.1",6045001,0.646523,0.0142599,0.718436
"NC_058196.1",6050001,0.233118,0.0862258,0.380156
"NC_058196.1",6060001,0.720359,0.0115419,0.746738
"NC_058196.1",6065001,-0.0219183,-0.00873515,-0.00128958
"NC_058196.1",6080001,0.614046,0.00516114,0.810945
"NC_058196.1",6100001,0.71817,-0.00731293,0.751107
"NC_058196.1",6105001,0.803251,-0.00141362,0.918628
"NC_058196.1",6115001,0.0172961,-0.013131,-0.00218978
"NC_058196.1",6125001,NA,0.0488405,-0.0586148
"NC_058196.1",6155001,0.620726,-0.00163118,0.79222
"NC_058196.1",6160001,0.82843,-0.00282267,0.921991
"NC_058196.1",6165001,0.654397,-0.00403299,0.838703
"NC_058196.1",6170001,0.928494,NA,0.92298
"NC_058196.1",6260001,-0.111786,-0.00710468,-0.132246
"NC_058196.1",6280001,-0.0784405,-0.00984591,-0.082769
"NC_058196.1",6290001,-0.122229,-0.0130127,-0.120346
"NC_058196.1",6300001,0.813283,-0.00272528,0.917923
"NC_058196.1",6305001,0.385752,0.00479218,0.544402
"NC_058196.1",6320001,0.82843,-0.00245618,0.92298
"NC_058196.1",6335001,0.82843,-0.00208486,0.92397
"NC_058196.1",6345001,-0.287903,0.0057647,-0.339623
"NC_058196.1",6385001,-0.30409,-0.0127611,-0.300655
"NC_058196.1",6410001,0.209863,-0.00934523,0.329141
"NC_058196.1",6550001,-0.12279,-0.00284467,-0.144752
"NC_058196.1",6595001,0.209863,0.0031365,0.492056
"NC_058196.1",7340001,-0.0391731,0.00679193,-0.0667578
"NC_058196.1",7380001,0.00250628,-0.00893036,0.0252629
"NC_058196.1",8895001,-0.0824438,-0.00715938,-0.068984
"NC_058196.1",8905001,-0.0916301,0.00457246,-0.0697357
"NC_058196.1",8910001,0.079413,-0.012915,0.0651141
"NC_058196.1",9325001,-0.0701661,-0.0026209,-0.0497475
"NC_058196.1",10140001,NA,0.0479158,-0.0586148
"NC_058196.1",10205001,-0.144599,0.0306908,-0.107467
"NC_058196.1",10210001,-0.0413039,-0.00136525,-0.0830678
"NC_058196.1",10255001,NA,0.0571909,-0.104537
"NC_058196.1",10465001,-0.14453,0.0187484,-0.10693
"NC_058196.1",10525001,0.0740481,-0.00167421,-0.0403022
"NC_058196.1",10540001,-0.0459946,0.00892158,-0.0460291
"NC_058196.1",10550001,0.179319,0.0130387,-0.0278296
"NC_058196.1",10555001,0.021266,0.0214014,-0.0365344
"NC_058196.1",10560001,-0.0819436,-0.000404948,-0.0586148
"NC_058196.1",10565001,-0.0720083,0.00643342,-0.0722131
"NC_058196.1",10585001,0.260599,0.0114669,0.551277
"NC_058196.1",10600001,0.022654,-0.00565511,-0.0255424
"NC_058196.1",10605001,-0.0645559,-0.00865477,-0.0803957
"NC_058196.1",10610001,-0.0212664,0.01682,-0.0473915
"NC_058196.1",10615001,0.0315035,-0.00478589,0.168573
"NC_058196.1",10635001,-0.00120078,0.00429261,-0.0137241
"NC_058196.1",10640001,-0.123824,-0.00524055,-0.144838
"NC_058196.1",10650001,-0.0449192,0.00492495,-0.0800211
"NC_058196.1",10655001,0.0743013,0.08205,0.039502
"NC_058196.1",10660001,0.460202,0.00937959,0.369845
"NC_058196.1",10670001,-0.0822008,-0.00779463,-0.069028
"NC_058196.1",10680001,-0.0500556,0.00272959,-0.0212351
"NC_058196.1",10685001,0.628084,-0.00457958,0.694437
"NC_058196.1",10710001,-0.106144,-0.00912096,-0.103671
"NC_058196.1",10715001,NA,0.0593209,-0.0551729
"NC_058196.1",10750001,-0.287903,0.0055171,-0.223067
"NC_058196.1",10755001,0.83228,-0.00414608,0.919906
"NC_058196.1",10770001,-0.123824,0.0216057,-0.0681722
"NC_058196.1",10775001,-0.0865395,-0.00508421,-0.0828137
"NC_058196.1",10780001,-0.080229,-0.00135044,-0.0679612
"NC_058196.1",10785001,0.11427,-0.00992118,0.0588131
"NC_058196.1",10790001,-0.0644919,-0.00476085,-0.0607634
"NC_058196.1",10800001,0.379249,0.0237562,0.317862
"NC_058196.1",10815001,-0.106037,0.0394042,-0.0259018
"NC_058196.1",10820001,0.290648,0.00273654,0.364053
"NC_058196.1",10825001,-0.0468008,0.000843725,-0.0513449
"NC_058196.1",10830001,0.251074,0.00297652,0.294175
"NC_058196.1",10835001,0.0443745,-0.00929039,0.0529857
"NC_058196.1",10840001,0.307206,-0.00423492,0.458352
"NC_058196.1",10845001,-0.00357906,-0.00102832,-0.0210139
"NC_058196.1",10850001,0.21859,-0.00688191,0.336437
"NC_058196.1",10865001,0.257212,-0.0075642,0.351182
"NC_058196.1",10870001,-0.0201135,0.00850774,0.0308945
"NC_058196.1",10875001,0.179997,0.0357349,-0.0184
"NC_058196.1",10880001,-0.080458,-0.00521653,-0.0269891
"NC_058196.1",10885001,0.241089,0.0125533,0.425416
"NC_058196.1",10890001,0.288285,-0.00276253,0.424843
"NC_058196.1",10895001,0.0234625,0.0198639,0.0203553
"NC_058196.1",10900001,-0.0929135,0.00600134,-0.123391
"NC_058196.1",10915001,0.321227,-0.0111592,0.185025
"NC_058196.1",10930001,0.383118,-0.00621836,0.257542
"NC_058196.1",10935001,-0.0543676,0.0108431,-0.163097
"NC_058196.1",10940001,-0.0314127,0.00504366,-0.0739885
"NC_058196.1",10945001,-0.0494172,0.0118162,-0.0897071
"NC_058196.1",10960001,-0.0240964,0.00669398,-0.105244
"NC_058196.1",10970001,-0.084457,0.0142018,-0.121206
"NC_058196.1",10990001,-0.169422,-0.00472524,-0.21092
"NC_058196.1",11010001,0.577292,0.0654991,-0.0233881
"NC_058196.1",11030001,-0.0106751,-0.0116262,-0.0011189
"NC_058196.1",11035001,-0.0393043,0.0039665,-0.0509232
"NC_058196.1",11050001,-0.100704,0.0476684,NA
"NC_058196.1",11160001,-0.0916301,0.00562595,-0.069028
"NC_058196.1",11225001,-0.145524,-0.0124447,-0.165396
"NC_058196.1",11235001,-0.0579514,-0.000888543,-0.00489964
"NC_058196.1",11245001,-0.019693,0.00607578,-0.00611096
"NC_058196.1",11255001,-0.0552068,0.00799849,-0.032249
"NC_058196.1",11265001,-0.113381,0.00488479,-0.144752
"NC_058196.1",11275001,-0.0123888,0.00319887,-0.0262421
"NC_058196.1",11290001,0.139344,-0.00243986,0.081263
"NC_058196.1",11325001,0.0580829,0.0271795,0.199178
"NC_058196.1",11340001,0.00171865,-0.0057453,-0.00595258
"NC_058196.1",11345001,0.155516,0.055075,0.441511
"NC_058196.1",11380001,0.187861,0.0416056,0.429027
"NC_058196.1",11385001,0.0842346,0.0289078,0.256361
"NC_058196.1",11390001,0.0819356,0.0203861,0.193981
"NC_058196.1",11400001,0.147484,0.0429187,0.41226
"NC_058196.1",11415001,0.0715758,0.0205059,0.16753
"NC_058196.1",11420001,-0.00438145,0.00836521,0.0634076
"NC_058196.1",11425001,0.152564,0.0260566,0.353123
"NC_058196.1",11430001,-0.0483967,0.0421489,0.212
"NC_058196.1",11500001,0.102235,0.0288477,0.206736
"NC_058196.1",11505001,0.0491391,0.0273266,0.210142
"NC_058196.1",11515001,0.10831,0.0238405,0.25212
"NC_058196.1",11525001,0.170857,0.0351581,0.35454
"NC_058196.1",11535001,0.20103,0.0334344,0.442866
"NC_058196.1",11545001,0.193426,0.00634461,0.249344
"NC_058196.1",11555001,-0.041646,0.0358393,-0.046729
"NC_058196.1",11565001,0.18501,0.00673641,0.21628
"NC_058196.1",11570001,0.114367,0.0202309,0.268573
"NC_058196.1",11580001,0.0946645,0.0180753,0.275905
"NC_058196.1",11600001,-0.0514622,0.0102388,-0.0157649
"NC_058196.1",11610001,-0.0638435,0.0434211,-0.056398
"NC_058196.1",11620001,0.136963,0.0324605,0.381254
"NC_058196.1",11625001,0.380696,0.0211652,0.568521
"NC_058196.1",11630001,-0.0491737,0.0259559,0.0902496
"NC_058196.1",11645001,0.258408,0.0125116,0.180821
"NC_058196.1",11650001,0.140596,0.00085134,0.193633
"NC_058196.1",11655001,0.149574,0.0275709,0.396014
"NC_058196.1",11665001,0.143978,0.0223666,0.356774
"NC_058196.1",11670001,-0.0148724,0.0206055,0.114301
"NC_058196.1",11685001,0.0390354,0.0163925,0.197845
"NC_058196.1",11690001,-0.0608743,0.0359446,-0.103152
"NC_058196.1",11700001,-0.0410213,0.0345881,-0.104215
"NC_058196.1",11705001,0.143651,0.00633453,0.245163
"NC_058196.1",11715001,-0.131931,0.0742187,-0.0840274
"NC_058196.1",11720001,0.0723707,0.0953799,0.388664
"NC_058196.1",11730001,0.172406,0.0248803,0.373448
"NC_058196.1",11735001,0.0907725,0.0488589,0.279858
"NC_058196.1",11740001,0.156994,0.0860052,0.340351
"NC_058196.1",11755001,0.0560752,0.0772007,0.349644
"NC_058196.1",11760001,0.0704635,0.102788,0.507829
"NC_058196.1",11765001,0.203499,0.0867551,0.58629
"NC_058196.1",11770001,0.0257633,0.0771435,0.330008
"NC_058196.1",11795001,0.107006,0.0795547,0.416974
"NC_058196.1",11800001,-0.0934616,0.00633621,-0.0397287
"NC_058196.1",11815001,0.103807,-0.00369478,0.201077
"NC_058196.1",11835001,0.00235907,0.0789894,0.236266
"NC_058196.1",12075001,-0.0374677,0.0407893,NA
"NC_058196.1",12155001,NA,0.0479158,-0.0586148
"NC_058196.1",12245001,0.114171,0.0706513,-0.0663065
"NC_058196.1",12270001,0.0769696,0.0525829,0.130064
"NC_058196.1",12275001,-0.0440814,-0.0133645,-0.0803423
"NC_058196.1",12285001,-0.082296,-0.0137411,-0.117991
"NC_058196.1",12315001,-0.0822008,-0.0132159,-0.0803957
"NC_058196.1",12365001,-0.0916347,0.0168131,-0.0586148
"NC_058196.1",12430001,0.0456423,0.116032,0.0225601
"NC_058196.1",12435001,-0.0357423,0.086401,0.0287645
"NC_058196.1",12650001,-0.0098297,0.0506509,0.13808
"NC_058196.1",12655001,0.0300689,0.0342909,0.171499
"NC_058196.1",12660001,0.0248615,0.0289104,0.152008
"NC_058196.1",12680001,0.114513,0.0484093,0.385718
"NC_058196.1",12685001,0.00554484,0.00728627,0.0767893
"NC_058196.1",12760001,0.0025987,0.0278492,0.109055
"NC_058196.1",12770001,-0.0112225,0.0244323,0.0664441
"NC_058196.1",12775001,0.00672106,0.0409492,0.200978
"NC_058196.1",12780001,0.115272,0.0374786,0.353593
"NC_058196.1",12785001,0.000170218,0.0363545,0.194294
"NC_058196.1",12790001,0.0952267,0.0397368,0.287344
"NC_058196.1",12795001,0.158388,0.0247047,0.317748
"NC_058196.1",12800001,0.0109508,0.0561933,0.292514
"NC_058196.1",12805001,0.184438,0.0284228,0.339355
"NC_058196.1",12815001,0.0597396,0.00393918,0.147346
"NC_058196.1",12825001,0.113139,0.0236562,0.251243
"NC_058196.1",12830001,0.0956569,0.0429746,0.348337
"NC_058196.1",12845001,0.296247,0.0217609,0.307882
"NC_058196.1",12850001,0.118608,0.0363479,0.244663
"NC_058196.1",12855001,0.18063,0.00474554,0.302039
"NC_058196.1",12865001,0.0444854,-0.00766984,-0.00783048
"NC_058196.1",12960001,0.221575,0.0457054,0.152496
"NC_058196.1",13005001,0.13243,0.00134608,0.240346
"NC_058196.1",13010001,-0.088572,0.0487385,-0.0139403
"NC_058196.1",13015001,-0.0189667,0.0208968,0.081793
"NC_058196.1",13020001,0.163599,0.0163557,0.265148
"NC_058196.1",13030001,0.74347,0.0370702,0.92397
"NC_058196.1",13035001,-0.0916347,0.0244128,-0.0523881
"NC_058196.1",13040001,-0.0131345,0.0463956,0.0843212
"NC_058196.1",13165001,0.031361,0.00222716,0.0643431
"NC_058196.1",13170001,0.0993894,0.0137338,0.176428
"NC_058196.1",13175001,-0.0691726,0.00496955,-0.0946198
"NC_058196.1",13215001,-0.0202674,-0.00377027,-0.0453571
"NC_058196.1",13235001,-0.0138503,0.00446386,-0.0480334
"NC_058196.1",13240001,0.407625,0.000858901,0.3601
"NC_058196.1",13245001,0.469314,-0.00991316,0.374223
"NC_058196.1",13255001,0.651001,0.00536424,0.546543
"NC_058196.1",13260001,0.605627,0.0136655,0.475586
"NC_058196.1",13265001,0.613104,0.000104548,0.530872
"NC_058196.1",13270001,0.383657,0.000388384,0.357143
"NC_058196.1",13275001,0.396731,0.0138616,0.369215
"NC_058196.1",13280001,0.16331,0.00207149,0.0833495
"NC_058196.1",13285001,0.280537,0.00282092,0.206655
"NC_058196.1",13290001,0.470955,0.0268919,0.242179
"NC_058196.1",13295001,0.365553,0.00957308,0.245545
"NC_058196.1",13300001,0.333444,0.00367871,0.240625
"NC_058196.1",13305001,0.155514,-0.00305195,0.117826
"NC_058196.1",13310001,0.340392,-0.00367307,0.284135
"NC_058196.1",13315001,0.373076,-0.00377808,0.292463
"NC_058196.1",13325001,0.168542,0.00559948,0.134699
"NC_058196.1",13330001,0.634708,0.00618112,0.481622
"NC_058196.1",13335001,0.750202,-0.00997833,0.659095
"NC_058196.1",13340001,0.574884,0.00875492,0.438572
"NC_058196.1",13370001,0.361615,0.00957654,0.531848
"NC_058196.1",13375001,0.284183,0.0100652,0.219884
"NC_058196.1",13385001,0.205442,0.00985251,0.104947
"NC_058196.1",13390001,0.423082,0.00255588,0.365418
"NC_058196.1",13395001,0.254329,0.00846796,0.164991
"NC_058196.1",13400001,0.313963,0.0155137,0.173927
"NC_058196.1",13410001,0.100902,0.0201186,-0.0742139
"NC_058196.1",13425001,0.445768,0.072428,0.0748668
"NC_058196.1",13430001,0.356003,0.0106624,0.231738
"NC_058196.1",13445001,-0.0461297,0.0512461,NA
"NC_058196.1",13450001,0.144897,0.00489025,0.125513
"NC_058196.1",13455001,0.0494649,0.00571672,0.0475111
"NC_058196.1",13460001,0.477143,0.033832,0.282448
"NC_058196.1",13465001,0.27037,-0.00130076,0.212851
"NC_058196.1",13470001,0.154442,0.0341285,0.143065
"NC_058196.1",13475001,0.174075,0.0548796,0.269996
"NC_058196.1",13480001,0.280886,0.0220432,0.323785
"NC_058196.1",13485001,0.302488,0.0042603,0.303858
"NC_058196.1",13490001,0.148894,0.000461167,0.103516
"NC_058196.1",13495001,-0.0806067,0.0133318,0.0123995
"NC_058196.1",13500001,0.222645,0.0108948,0.27528
"NC_058196.1",13510001,0.107531,0.0405347,0.300384
"NC_058196.1",13520001,0.448312,0.103061,0.862088
"NC_058196.1",13525001,0.172688,0.0468845,0.230684
